Division,Season,Team,Club,No,Player,Role,Born,Height,Born Place,Nat. Sport.,Note1,Note2,,,,
A3,2022/2023,Volley Team San Donà di Piave,San Donà di Piave,15,DALMONTE Mirco,Schiacciatore,1995,194,BO,ITA,-,-,,,,
A3,2022/2023,Volley Team San Donà di Piave,San Donà di Piave,16,MAZZANTI Christian,Centrale,2000,195,AN,ITA,-,-,,,,
A3,2022/2023,Volley Team San Donà di Piave,San Donà di Piave,17,UMEK David,Schiacciatore,1998,192,TS,ITA,-,-,,,,
A3,2022/2023,Volley Team San Donà di Piave,San Donà di Piave,18,TUIS Francesco,Schiacciatore,2004,189,TV,ITA,-,-,,,,
A3,2022/2023,Volley Team San Donà di Piave,San Donà di Piave,2,DAL COL Fabio,Centrale,2000,200,TV,ITA,fino al 01/02/2023,-,,,,
A3,2022/2023,Volley Team San Donà di Piave,San Donà di Piave,7,AMARILLI Mattia,Libero,2003,177,TV,ITA,fino al 06/12/2022,-,,,,
A3,2022/2023,Volley Team San Donà di Piave,San Donà di Piave,10,MIGNANO Matteo,Palleggiatore,2002,197,PN,ITA,fino al 06/12/2022,trasferito a Abba Pineto,,,,
A3,2022/2023,WiMORE Parma,ParmaKing,1,REYES LEON Hector Alexey,Schiacciatore,2000,192,CUB,ITA,-,-,,,,
A3,2022/2023,WiMORE Parma,ParmaKing,2,CHAKRAVORTI Dante,Palleggiatore,1997,190,USA,ITA,-,-,,,,
A3,2022/2023,WiMORE Parma,ParmaKing,3,DIMITROV Hristiyan,Schiacciatore,1999,198,BUL,BUL,dal 08/12/2022,-,,,,
A3,2022/2023,WiMORE Parma,ParmaKing,4,CODELUPPI Daniel,Schiacciatore,1983,191,PR,ITA,-,-,,,,
A3,2022/2023,WiMORE Parma,ParmaKing,5,SESTO Nicola,Centrale,1987,198,CZ,ITA,-,-,,,,
A3,2022/2023,WiMORE Parma,ParmaKing,6,COLANGELO Edoardo,Palleggiatore,2001,186,PR,ITA,-,-,,,,
A3,2022/2023,WiMORE Parma,ParmaKing,7,FALL Bara,Centrale,1997,201,SEN,ITA,dal 05/10/2022,-,,,,
A3,2022/2023,WiMORE Parma,ParmaKing,8,ROSSATTI Federico,Schiacciatore,1994,204,VR,ITA,-,-,,,,
A3,2022/2023,WiMORE Parma,ParmaKing,9,ZECCA Alessandro,Libero,2004,182,RE,ITA,-,-,,,,
A3,2022/2023,WiMORE Parma,ParmaKing,10,CUDA Juan Josè,Schiacciatore,1987,200,ARG,ITA,-,-,,,,
A3,2022/2023,WiMORE Parma,ParmaKing,11,BELTRAMI Matteo,Schiacciatore,1997,198,PR,ITA,-,-,,,,
A3,2022/2023,WiMORE Parma,ParmaKing,12,CEREDA Mattia,Libero,1997,182,LC,ITA,-,-,,,,
A3,2022/2023,WiMORE Parma,ParmaKing,13,FERRAGUTI Fabrizio,Schiacciatore,1995,195,MO,ITA,dal 03/10/2022,-,,,,
A3,2022/2023,WiMORE Parma,ParmaKing,14,BUSSOLARI Manuel,Centrale,1999,203,PG,ITA,-,-,,,,
A3,2022/2023,WiMORE Parma,ParmaKing,15,CHIRILA Robert Stefan,Centrale,2005,200,PR,ITA,-,-,,,,
A3,2022/2023,WiMORE Parma,ParmaKing,16,MORONI Michele,Palleggiatore,1993,182,PC,ITA,dal 18/11/2022,-,,,,
A3,2022/2023,Aurispa Libellula Lecce,Alessano,-,CARACHINO Giacomo,Palleggiatore,2001,-,-,ITA,dal 19/11/2022,-,,,,
A3,2022/2023,Aurispa Libellula Lecce,Alessano,-,COPPOLA Davide,Centrale,2005,-,LE,ITA,-,-,,,,
A3,2022/2023,Aurispa Libellula Lecce,Alessano,-,GIACOMINI Federico,Schiacciatore,2000,197,MC,ITA,-,-,,,,
A3,2022/2023,Aurispa Libellula Lecce,Alessano,1,MAZZONE Tiziano,Schiacciatore,1995,199,RM,ITA,-,-,,,,
A3,2022/2023,Aurispa Libellula Lecce,Alessano,2,MORCIANO Riccardo,Libero,2002,180,LE,ITA,-,-,,,,
A3,2022/2023,Aurispa Libellula Lecce,Alessano,3,FERRINI Alessio,Schiacciatore,1995,197,RM,ITA,-,-,,,,
A3,2022/2023,Aurispa Libellula Lecce,Alessano,4,TULONE Calogero,Palleggiatore,1996,185,AG,ITA,-,-,,,,
A3,2022/2023,Aurispa Libellula Lecce,Alessano,7,VASKELIS Edvinas,Schiacciatore,1996,194,LTU,LTU,dal 28/10/2022,proveniente da Farmitalia Catania,,,,
A3,2022/2023,Aurispa Libellula Lecce,Alessano,8,FORTES Francesco,Centrale,1999,197,PA,ITA,-,-,,,,
A3,2022/2023,Aurispa Libellula Lecce,Alessano,10,DEL CAMPO Federigo,Schiacciatore,1994,189,FI,ITA,-,-,,,,
A3,2022/2023,Aurispa Libellula Lecce,Alessano,11,PEPE Stefano,Centrale,2003,195,VA,ITA,-,-,,,,
A3,2022/2023,Aurispa Libellula Lecce,Alessano,12,GIAFFREDA Francesco,Libero,2000,188,LE,ITA,-,-,,,,
A3,2022/2023,Aurispa Libellula Lecce,Alessano,15,AGRUSTI Marinfranco,Centrale,1999,200,BA,ITA,-,-,,,,
A3,2022/2023,Aurispa Libellula Lecce,Alessano,18,BELLO Matteo,Schiacciatore,-,197,-,ITA,-,-,,,,
A3,2022/2023,Aurispa Libellula Lecce,Alessano,5,CIARDO Federico Tommaso,Palleggiatore,2003,182,LE,ITA,fino al 18/11/2022,trasferito a Volley Marcianise,,,,
A3,2022/2023,Aurispa Libellula Lecce,Alessano,6,PRESPOV Iliyan,Schiacciatore,1998,199,BUL,BUL,fino al 27/10/2022,-,,,,
A3,2022/2023,Avimecc Modica,Modica,1,TURLÀ Piero,Schiacciatore,2001,190,RG,ITA,-,-,,,,
A3,2022/2023,Avimecc Modica,Modica,2,RASO Andrea,Centrale,1996,193,AG,ITA,-,-,,,,
A3,2022/2023,Avimecc Modica,Modica,4,CAPELLI Riccardo,Schiacciatore,2000,199,MB,ITA,-,-,,,,
A3,2022/2023,Avimecc Modica,Modica,6,PUTINI Pedro Luiz,Palleggiatore,1990,183,POR,BRA,-,-,,,,
A3,2022/2023,Avimecc Modica,Modica,7,CHILLEMI Stefano,Schiacciatore,1999,194,RG,ITA,-,-,,,,
A3,2022/2023,Avimecc Modica,Modica,8,NASTASI Vincenzo,Libero,1995,182,TP,ITA,-,-,,,,
A3,2022/2023,Avimecc Modica,Modica,9,QUAGLIOZZI Francesco,Schiacciatore,2003,192,RM,ITA,-,-,,,,
A3,2022/2023,Avimecc Modica,Modica,10,AIELLO Alex Francesco Maria,Libero,2002,180,MB,ITA,-,-,,,,
A3,2022/2023,Avimecc Modica,Modica,12,FIRRINCIELI Giovanni,Schiacciatore,1989,180,RG,ITA,-,-,,,,
A3,2022/2023,Avimecc Modica,Modica,14,PRINCI Ismael,Schiacciatore,2000,198,GO,ITA,-,-,,,,
A3,2022/2023,Avimecc Modica,Modica,15,GAROFOLO Fabrizio,Centrale,1998,202,RM,ITA,-,-,,,,
A3,2022/2023,Avimecc Modica,Modica,16,SARAGÒ Francesco,Centrale,2000,198,VV,ITA,-,-,,,,
A3,2022/2023,Avimecc Modica,Modica,18,PETRONE Sergio,Palleggiatore,1997,182,CT,ITA,-,-,,,,
A3,2022/2023,Farmitalia Catania,Acicastello,1,ZITO Giuseppe,Libero,1989,188,EN,ITA,-,-,,,,
A3,2022/2023,Farmitalia Catania,Acicastello,2,FABRONI Marco,Palleggiatore,1981,190,VA,ITA,-,-,,,,
A3,2022/2023,Farmitalia Catania,Acicastello,4,TASHOLLI Fatijon,Schiacciatore,1999,197,BZ,ITA,-,-,,,,
A3,2022/2023,Farmitalia Catania,Acicastello,5,ZAPPOLI GUARIENTI Enrico,Schiacciatore,1995,197,BRA,BRA,dal 22/10/2022,-,,,,
A3,2022/2023,Farmitalia Catania,Acicastello,6,JERONCIC Rok,Centrale,2001,207,SLO,ITA,-,-,,,,
A3,2022/2023,Farmitalia Catania,Acicastello,7,MACCARRONE Matteo,Libero,2004,184,CT,ITA,-,-,,,,
A3,2022/2023,Farmitalia Catania,Acicastello,9,DISABATO Piervito,Schiacciatore,2001,187,BA,ITA,-,-,,,,
A3,2022/2023,Farmitalia Catania,Acicastello,10,FRUMUSELU Cristian,Centrale,1997,207,ROM,ITA,-,-,,,,
A3,2022/2023,Farmitalia Catania,Acicastello,14,SMIRIGLIA Antonio,Centrale,1988,200,CS,ITA,-,-,,,,
A3,2022/2023,Farmitalia Catania,Acicastello,15,BATTAGLIA Roberto,Schiacciatore,2000,198,SR,ITA,-,-,,,,
A3,2022/2023,Farmitalia Catania,Acicastello,16,NICOTRA Alberto Pio,Schiacciatore,2002,190,CT,ITA,-,-,,,,
A3,2022/2023,Farmitalia Catania,Acicastello,17,CASARO Nicolò,Schiacciatore,1994,199,PD,ITA,-,-,,,,
A3,2022/2023,Farmitalia Catania,Acicastello,18,FICHERA Andrea,Palleggiatore,1998,184,CT,ITA,-,-,,,,
A3,2022/2023,Farmitalia Catania,Acicastello,8,VASKELIS Edvinas,Schiacciatore,1996,194,LTU,LTU,fino al 26/10/2022,trasferito a Aurispa Libellula Lecce,,,,
A3,2022/2023,Gruppo Stamplast M2G Green Bari,Bari Pallavolo,1,CICCOLELLA Nicolò,Centrale,2004,195,BA,ITA,-,-,,,,
A3,2022/2023,Gruppo Stamplast M2G Green Bari,Bari Pallavolo,2,MARTINELLI Riccardo,Palleggiatore,2002,206,VR,ITA,-,-,,,,
A3,2022/2023,Gruppo Stamplast M2G Green Bari,Bari Pallavolo,3,LEONI Giacomo,Palleggiatore,1995,192,GE,ITA,dal 17/12/2022,proveniente da Maury's Com Cavi Tuscania,,,,
A3,2022/2023,Gruppo Stamplast M2G Green Bari,Bari Pallavolo,5,GIORGIO Luca,Centrale,1985,192,BA,ITA,-,-,,,,
A3,2022/2023,Gruppo Stamplast M2G Green Bari,Bari Pallavolo,6,RINALDI Danilo,Libero,1991,180,BA,ITA,-,-,,,,
A3,2022/2023,Gruppo Stamplast M2G Green Bari,Bari Pallavolo,7,FERENCIAC Paul,Schiacciatore,1996,196,ROM,ITA,-,-,,,,
A3,2022/2023,Gruppo Stamplast M2G Green Bari,Bari Pallavolo,9,PETRUZZELLI Vincenzo,Schiacciatore,1992,204,BA,ITA,-,-,,,,
A3,2022/2023,Gruppo Stamplast M2G Green Bari,Bari Pallavolo,10,MARRONE Marco,Libero,2003,192,BA,ITA,-,-,,,,
A3,2022/2023,Gruppo Stamplast M2G Green Bari,Bari Pallavolo,11,PERSOGLIA Sandi,Centrale,1995,200,GO,ITA,-,-,,,,
A3,2022/2023,Gruppo Stamplast M2G Green Bari,Bari Pallavolo,12,WOJCIK Michal,Schiacciatore,1995,198,POL,POL,-,-,,,,
A3,2022/2023,Gruppo Stamplast M2G Green Bari,Bari Pallavolo,13,CIAVARELLA Alessandro,Schiacciatore,1995,195,FG,ITA,-,-,,,,
A3,2022/2023,Gruppo Stamplast M2G Green Bari,Bari Pallavolo,14,PAOLETTI Matteo,Schiacciatore,1982,203,AN,ITA,-,-,,,,
A3,2022/2023,Gruppo Stamplast M2G Green Bari,Bari Pallavolo,17,PETRUZZELLI Francesco,Schiacciatore,1996,188,BT,ITA,dal 23/09/2022,-,,,,
A3,2022/2023,Gruppo Stamplast M2G Green Bari,Bari Pallavolo,18,DESERIO Michele,Centrale,1996,197,BA,ITA,-,-,,,,
A3,2022/2023,Gruppo Stamplast M2G Green Bari,Bari Pallavolo,4,PARISI Gabriele,Palleggiatore,1987,182,TA,ITA,fino al 16/12/2022,trasferito a Maury's Com Cavi Tuscania,,,,
A3,2022/2023,Gruppo Stamplast M2G Green Bari,Bari Pallavolo,17,CASCIO Paolo,Schiacciatore,1998,198,TP,ITA,fino al 23/09/2022,-,,,,
A3,2022/2023,Leo Shoes Casarano,Casarano,1,MOSCHESE Lorenzo,Centrale,2003,198,GE,ITA,-,-,,,,
A3,2022/2023,Leo Shoes Casarano,Casarano,2,URSO Jacopo,Libero,2005,178,-,ITA,-,-,,,,
A3,2022/2023,Leo Shoes Casarano,Casarano,3,PELUSO Christian,Centrale,1994,197,LE,ITA,-,-,,,,
A3,2022/2023,Leo Shoes Casarano,Casarano,4,FLORIS Bruno,Schiacciatore,2001,200,NU,ITA,-,-,,,,
A3,2022/2023,Leo Shoes Casarano,Casarano,5,MARZOLLA Simone,Schiacciatore,1999,197,VE,ITA,-,-,,,,
A3,2022/2023,Leo Shoes Casarano,Casarano,6,GUADAGNINI Federico,Schiacciatore,2004,186,BR,ITA,-,-,,,,
A3,2022/2023,Leo Shoes Casarano,Casarano,7,RAMPAZZO Emanuele,Palleggiatore,2003,193,PD,ITA,-,-,,,,
A3,2022/2023,Leo Shoes Casarano,Casarano,9,ULISSE Marco,Schiacciatore,2001,191,PU,ITA,-,-,,,,
A3,2022/2023,Leo Shoes Casarano,Casarano,10,CIUPA Lukasz Gregorz,Schiacciatore,1990,194,POL,POL,-,-,,,,
A3,2022/2023,Leo Shoes Casarano,Casarano,11,FANIZZA Alessandro,Palleggiatore,2004,192,BR,ITA,-,-,,,,
A3,2022/2023,Leo Shoes Casarano,Casarano,13,PROSPERI TURRI Francesco,Schiacciatore,2001,191,FI,ITA,-,-,,,,
A3,2022/2023,Leo Shoes Casarano,Casarano,14,CIANCIOTTA Nicola,Schiacciatore,2001,196,BA,ITA,-,-,,,,
A3,2022/2023,Leo Shoes Casarano,Casarano,17,MATANI Massimiliano,Centrale,2002,195,IM,ITA,-,-,,,,
A3,2022/2023,Maury's Com Cavi Tuscania,Tuscania,1,STAMEGNA Sebastiano,Schiacciatore,2001,192,LT,ITA,-,-,,,,
A3,2022/2023,Maury's Com Cavi Tuscania,Tuscania,4,FESTI Roberto,Centrale,1994,202,TN,ITA,-,-,,,,
A3,2022/2023,Maury's Com Cavi Tuscania,Tuscania,5,RUFFO Matteo,Centrale,1999,192,CB,ITA,-,-,,,,
A3,2022/2023,Maury's Com Cavi Tuscania,Tuscania,6,MENCHETTI Filippo,Schiacciatore,2003,193,PO,ITA,-,-,,,,
A3,2022/2023,Maury's Com Cavi Tuscania,Tuscania,7,CIPOLLONI SAVE Alessandro,Palleggiatore,2003,183,VT,ITA,-,-,,,,
A3,2022/2023,Maury's Com Cavi Tuscania,Tuscania,8,SORGENTE Alessandro,Libero,1993,185,VT,ITA,-,-,,,,
A3,2022/2023,Maury's Com Cavi Tuscania,Tuscania,9,SACRIPANTI Mauro,Schiacciatore,1998,188,RM,ITA,-,-,,,,
A3,2022/2023,Maury's Com Cavi Tuscania,Tuscania,10,CORRADO Francesco,Schiacciatore,1997,196,KR,ITA,-,-,,,,
A3,2022/2023,Maury's Com Cavi Tuscania,Tuscania,11,APRILE Samuele,Centrale,1997,197,RC,ITA,-,-,,,,
A3,2022/2023,Maury's Com Cavi Tuscania,Tuscania,12,ONWUELO Samuel,Schiacciatore,1997,198,NGR,ITA,-,-,,,,
A3,2022/2023,Maury's Com Cavi Tuscania,Tuscania,15,QUADRAROLI Tommaso,Libero,2006,180,VT,ITA,-,-,,,,
A3,2022/2023,Maury's Com Cavi Tuscania,Tuscania,17,LICITRA Samuele,Schiacciatore,2003,192,AN,ITA,-,-,,,,
A3,2022/2023,Maury's Com Cavi Tuscania,Tuscania,18,PARISI Gabriele,Palleggiatore,1987,182,TA,ITA,dal 17/12/2022,proveniente da Gruppo Stamplast M2G Green Bari,,,,
A3,2022/2023,Maury's Com Cavi Tuscania,Tuscania,18,BORZACCONI Claudio,Schiacciatore,2005,190,VT,ITA,fino al 17/12/2022,-,,,,
A3,2022/2023,Maury's Com Cavi Tuscania,Tuscania,3,LEONI Giacomo,Palleggiatore,1995,192,GE,ITA,fino al 16/12/2022,trasferito a Gruppo Stamplast M2G Green Bari,,,,
A3,2022/2023,OmiFer Palmi,Palmi,1,CAPPIO Paolo,Libero,1999,186,PE,ITA,-,-,,,,
A3,2022/2023,OmiFer Palmi,Palmi,2,DE SANTIS Marco Vincenzo,Libero,2000,183,RC,ITA,dal 23/12/2022,-,,,,
A3,2022/2023,OmiFer Palmi,Palmi,3,MARSILI Sebastiano,Palleggiatore,1996,181,TV,ITA,-,-,,,,
A3,2022/2023,OmiFer Palmi,Palmi,4,GITTO Carmelo,Centrale,1987,200,ME,ITA,-,-,,,,
A3,2022/2023,OmiFer Palmi,Palmi,5,FERRACCÙ Michele,Schiacciatore,2001,190,ME,ITA,-,-,,,,
A3,2022/2023,OmiFer Palmi,Palmi,6,MISCIONE Mirko,Centrale,1988,200,CH,ITA,-,-,,,,
A3,2022/2023,OmiFer Palmi,Palmi,7,STABRAWA Pawel,Schiacciatore,1996,203,POL,POL,-,-,,,,
A3,2022/2023,OmiFer Palmi,Palmi,8,MARINELLI Michele,Schiacciatore,1992,195,RM,ITA,-,-,,,,
A3,2022/2023,OmiFer Palmi,Palmi,9,PERIPOLLI Gabriel,Schiacciatore,1999,187,VI,ITA,-,-,,,,
A3,2022/2023,OmiFer Palmi,Palmi,10,PELLEGRINO Davide,Palleggiatore,1994,195,FG,ITA,-,-,,,,
A3,2022/2023,OmiFer Palmi,Palmi,11,RAU Giancarlo,Centrale,1989,197,MO,ITA,-,-,,,,
A3,2022/2023,OmiFer Palmi,Palmi,16,D'AMATO Davide,Schiacciatore,2002,203,CN,ITA,-,-,,,,
A3,2022/2023,OmiFer Palmi,Palmi,18,CARBONE Peppino,Schiacciatore,1996,187,RC,ITA,-,-,,,,
A3,2022/2023,OmiFer Palmi,Palmi,17,REMO Stefano,Centrale,1991,191,RC,ITA,dal 19/07/2022 al 03/11/2022,trasferito a Shedirpharma Sorrento,,,,
A3,2022/2023,OmiFer Palmi,Palmi,2,CONDORELLI Gabriele,Libero,2001,180,CT,ITA,fino al 26/10/2022,-,,,,
A3,2022/2023,QuantWare Napoli,Napoli Team,1,QUARANTELLI Adam,Palleggiatore,1996,184,NA,ITA,-,-,,,,
A3,2022/2023,QuantWare Napoli,Napoli Team,2,BOTTI Daniele,Schiacciatore,1998,189,NA,ITA,-,-,,,,
A3,2022/2023,QuantWare Napoli,Napoli Team,3,SACCONE Giuseppe,Centrale,1986,192,NA,ITA,-,-,,,,
A3,2022/2023,QuantWare Napoli,Napoli Team,4,GIARDINO Fabrizio,Palleggiatore,1981,190,NA,ITA,-,-,,,,
A3,2022/2023,QuantWare Napoli,Napoli Team,5,LEONE Michele,Palleggiatore,1993,185,NA,ITA,-,-,,,,
A3,2022/2023,QuantWare Napoli,Napoli Team,6,MONDA Simone,Libero,1999,183,AV,ITA,-,-,,,,
A3,2022/2023,QuantWare Napoli,Napoli Team,8,MALANGA Rocco,Centrale,1999,187,AV,ITA,-,-,,,,
A3,2022/2023,QuantWare Napoli,Napoli Team,9,CEFARIELLO Marco,Schiacciatore,1998,194,AV,ITA,-,-,,,,
A3,2022/2023,QuantWare Napoli,Napoli Team,10,ARDITO Francesco,Libero,1987,180,NA,ITA,-,-,,,,
A3,2022/2023,QuantWare Napoli,Napoli Team,11,ANATRELLA Fabio,Schiacciatore,1994,194,NA,ITA,-,-,,,,
A3,2022/2023,QuantWare Napoli,Napoli Team,12,FRANKOWSKI Filip,Schiacciatore,1990,192,-,POL,dal 20/01/2023,-,,,,
A3,2022/2023,QuantWare Napoli,Napoli Team,13,MARTINO Giuseppe,Centrale,2003,198,NA,ITA,-,-,,,,
A3,2022/2023,QuantWare Napoli,Napoli Team,14,PISCOPO Paolo,Schiacciatore,1980,180,NA,ITA,-,-,,,,
A3,2022/2023,QuantWare Napoli,Napoli Team,15,MATANO Francesco,Schiacciatore,1981,184,NA,ITA,-,-,,,,
A3,2022/2023,QuantWare Napoli,Napoli Team,16,MONTÒ Vincenzo,Schiacciatore,1990,193,NA,ITA,-,-,,,,
A3,2022/2023,QuantWare Napoli,Napoli Team,17,DI DOMENICO Dario,Centrale,1977,190,NA,ITA,-,-,,,,
A3,2022/2023,QuantWare Napoli,Napoli Team,18,CANZANELLA Mario,Schiacciatore,1981,194,NA,ITA,-,-,,,,
A3,2022/2023,QuantWare Napoli,Napoli Team,7,FERNANDEZ RODRIGUEZ Francisco Adrian,Schiacciatore,1996,187,ESP,ESP,fino al 16/01/2023,-,,,,
A3,2022/2023,Shedirpharma Sorrento,Massa Lubrense,1,PONTECORVO Paolo,Libero,1998,175,NA,ITA,-,-,,,,
A3,2022/2023,Shedirpharma Sorrento,Massa Lubrense,2,APREA Gianpio,Palleggiatore,1991,195,NA,ITA,-,-,,,,
A3,2022/2023,Shedirpharma Sorrento,Massa Lubrense,4,MARETTI Lorenzo,Schiacciatore,2001,190,RA,ITA,-,-,,,,
A3,2022/2023,Shedirpharma Sorrento,Massa Lubrense,6,PIEDEPALUMBO Pierpaolo,Palleggiatore,1992,190,NA,ITA,-,-,,,,
A3,2022/2023,Shedirpharma Sorrento,Massa Lubrense,7,STARACE Simone,Schiacciatore,1999,195,SA,ITA,-,-,,,,
A3,2022/2023,Shedirpharma Sorrento,Massa Lubrense,8,RUGGIERO Mariano,Schiacciatore,2007,192,NA,ITA,dal 02/02/2023,-,,,,
A3,2022/2023,Shedirpharma Sorrento,Massa Lubrense,10,DONATI Francesco,Libero,2001,173,VR,ITA,-,-,,,,
A3,2022/2023,Shedirpharma Sorrento,Massa Lubrense,11,BUZZI Daniele,Centrale,2000,200,GE,ITA,-,-,,,,
A3,2022/2023,Shedirpharma Sorrento,Massa Lubrense,12,ALBERGATI Daniele,Schiacciatore,1993,200,BG,ITA,-,-,,,,
A3,2022/2023,Shedirpharma Sorrento,Massa Lubrense,13,IMPERATORE Antonio,Centrale,1999,190,NA,ITA,-,-,,,,
A3,2022/2023,Shedirpharma Sorrento,Massa Lubrense,15,GARGIULO Mariano,Schiacciatore,2002,182,NA,ITA,-,-,,,,
A3,2022/2023,Shedirpharma Sorrento,Massa Lubrense,16,GRIMALDI Gabriele,Schiacciatore,1996,192,NA,ITA,-,-,,,,
A3,2022/2023,Shedirpharma Sorrento,Massa Lubrense,17,REMO Stefano,Centrale,1991,191,RC,ITA,dal 04/11/2022,proveniente da OmiFer Palmi,,,,
A3,2022/2023,Shedirpharma Sorrento,Massa Lubrense,18,CUMINETTI Luca,Schiacciatore,1992,189,PG,ARG,-,-,,,,
A3,2022/2023,Shedirpharma Sorrento,Massa Lubrense,9,CAPRONI Lorenzo,Centrale,2001,197,LI,ITA,fino al 10/11/2022,trasferito a Kemas Lamipel Santa Croce,,,,
A3,2022/2023,Sieco Service Ortona,Ortona,1,FABI Tommaso,Centrale,1996,200,MC,ITA,-,-,,,,
A3,2022/2023,Sieco Service Ortona,Ortona,2,VINDICE Giammarco,Libero,2002,180,LT,ITA,-,-,,,,
A3,2022/2023,Sieco Service Ortona,Ortona,3,DALL'AGNOL DAL BOSCO Matheus Augusto,Schiacciatore,1994,192,BRA,ITA,-,-,,,,
A3,2022/2023,Sieco Service Ortona,Ortona,4,BERTOLI Matteo,Schiacciatore,1988,196,TN,ITA,-,-,,,,
A3,2022/2023,Sieco Service Ortona,Ortona,5,BENEDICENTI Alberto,Libero,2001,180,TO,ITA,-,-,,,,
A3,2022/2023,Sieco Service Ortona,Ortona,6,IORNO Giuseppe,Centrale,1993,195,KR,ITA,-,-,,,,
A3,2022/2023,Sieco Service Ortona,Ortona,7,MARSHALL Leonel,Schiacciatore,1979,196,CUB,ITA,-,-,,,,
A3,2022/2023,Sieco Service Ortona,Ortona,8,CECCOLI Edgardo,Schiacciatore,1998,190,PE,ITA,dal 11/11/2022,-,,,,
A3,2022/2023,Sieco Service Ortona,Ortona,9,DI TULLIO Alessandro,Schiacciatore,2001,193,CH,ITA,-,-,,,,
A3,2022/2023,Sieco Service Ortona,Ortona,10,BULFON Andrea,Schiacciatore,1996,198,TS,ITA,-,-,,,,
A3,2022/2023,Sieco Service Ortona,Ortona,11,CUNHA Bruno,Schiacciatore,1997,194,POR,POR,dal 17/03/2023,-,,,,
A3,2022/2023,Sieco Service Ortona,Ortona,13,ARIENTI Alessandro,Centrale,1993,196,FC,ITA,-,-,,,,
A3,2022/2023,Sieco Service Ortona,Ortona,15,FERRATO Leonardo,Palleggiatore,2001,196,PD,ITA,-,-,,,,
A3,2022/2023,Sieco Service Ortona,Ortona,16,POLLICINO Alessio,Schiacciatore,2000,188,ME,ITA,-,-,,,,
A3,2022/2023,Sieco Service Ortona,Ortona,17,PALMIGIANI Marco,Palleggiatore,2000,194,FR,ITA,-,-,,,,
A3,2022/2023,Sieco Service Ortona,Ortona,18,LANCI Edoardo,Palleggiatore,2005,190,CH,ITA,-,-,,,,
A3,2022/2023,SMI Roma,RomaVolleyAPD,1,ALFIERI Manuel,Palleggiatore,1998,189,PE,ITA,-,-,,,,
A3,2022/2023,SMI Roma,RomaVolleyAPD,2,SABLONE Daniele,Schiacciatore,1991,193,RM,ITA,-,-,,,,
A3,2022/2023,SMI Roma,RomaVolleyAPD,3,MERCANTI Manfredi,Centrale,1997,195,RM,ITA,-,-,,,,
A3,2022/2023,SMI Roma,RomaVolleyAPD,6,CICCHINELLI Alessandro,Schiacciatore,1996,190,RM,ITA,-,-,,,,
A3,2022/2023,SMI Roma,RomaVolleyAPD,7,ANTONUCCI Federico,Centrale,1991,200,RM,ITA,-,-,,,,
A3,2022/2023,SMI Roma,RomaVolleyAPD,8,COGGIOLA Matteo,Centrale,1997,200,RM,ITA,-,-,,,,
A3,2022/2023,SMI Roma,RomaVolleyAPD,9,ROSSI Lorenzo,Schiacciatore,1990,195,RM,ITA,-,-,,,,
A3,2022/2023,SMI Roma,RomaVolleyAPD,10,ROSSO Mattia,Schiacciatore,1985,200,CN,ITA,-,-,,,,
A3,2022/2023,SMI Roma,RomaVolleyAPD,11,ACCONCI Davide,Schiacciatore,1997,194,RM,ITA,-,-,,,,
A3,2022/2023,SMI Roma,RomaVolleyAPD,12,BARONE Matteo,Libero,2002,176,RM,ITA,-,-,,,,
A3,2022/2023,SMI Roma,RomaVolleyAPD,13,CICCHINELLI Simone,Palleggiatore,1991,194,RM,ITA,-,-,,,,
A3,2022/2023,SMI Roma,RomaVolleyAPD,14,RECUPITO Francesco,Libero,1992,175,RM,ITA,-,-,,,,
A3,2022/2023,SMI Roma,RomaVolleyAPD,15,CIESLAK Matteo,Centrale,2003,206,RM,ITA,-,-,,,,
A3,2022/2023,SMI Roma,RomaVolleyAPD,17,DE FABRITIIS Giacomo,Schiacciatore,1995,193,RM,ITA,-,-,,,,
A3,2022/2023,SSD Sabaudia,Sabaudia,1,MASTRACCI Giacomo,Schiacciatore,2001,194,LT,ITA,-,-,,,,
A3,2022/2023,SSD Sabaudia,Sabaudia,4,SCITA Elia,Schiacciatore,2002,195,PR,ITA,dal 23/12/2022,-,,,,
A3,2022/2023,SSD Sabaudia,Sabaudia,5,MEGLIO Nunzio,Libero,2001,180,FR,ITA,-,-,,,,
A3,2022/2023,SSD Sabaudia,Sabaudia,7,ROSSATO Luca,Schiacciatore,2001,197,LT,ITA,-,-,,,,
A3,2022/2023,SSD Sabaudia,Sabaudia,9,CATINELLI Dario,Palleggiatore,2002,195,RM,ITA,-,-,,,,
A3,2022/2023,SSD Sabaudia,Sabaudia,10,MOLINARI Michael,Centrale,1998,197,MC,ITA,-,-,,,,
A3,2022/2023,SSD Sabaudia,Sabaudia,12,TOGNONI Gabriele,Centrale,2000,202,AL,ITA,-,-,,,,
A3,2022/2023,SSD Sabaudia,Sabaudia,13,ZORNETTA Luciano,Schiacciatore,1993,185,ARG,ARG,-,-,,,,
A3,2022/2023,SSD Sabaudia,Sabaudia,15,RONDONI Andrea,Libero,1999,190,RM,ITA,-,-,,,,
A3,2022/2023,SSD Sabaudia,Sabaudia,16,SCHETTINO Stefano,Palleggiatore,1993,180,LT,ITA,-,-,,,,
