Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,P.No,Name,Libero,C,Voto,Set1,Set2,Set3,Set4,Set5,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1516,12/4/2025,19:00,533 ,€ 753 ,C,CUS Cagliari,Cagliari Cus,8,Marinelli Michele,-,-,-,4,4,1 ,-,-,10,4,-,8,3,-,33,1,0.52 ,0.21 ,19,4,1,9,0.47 ,-,1,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1516,12/4/2025,19:00,533 ,€ 753 ,C,CUS Cagliari,Cagliari Cus,9,Busch Slawomir,-,-,-,-,*,4 ,-,-,3,3,-3,3,2,-,5,1,0.40 ,0.40 ,7,1,1,2,0.29 ,-,1,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1516,12/4/2025,19:00,533 ,€ 753 ,C,CUS Cagliari,Cagliari Cus,10,Rascato Ernesto,-,-,-,*,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1516,12/4/2025,19:00,533 ,€ 753 ,C,CUS Cagliari,Cagliari Cus,13,Chialà Donato,-,-,-,-,*,-,-,-,1,-,-,1,1,-,-,-,-,-,2,-,-,1,0.50 ,-,-,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1516,12/4/2025,19:00,533 ,€ 753 ,C,CUS Cagliari,Cagliari Cus,14,Zivojinovic Victor,-,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1516,12/4/2025,19:00,533 ,€ 753 ,C,CUS Cagliari,Cagliari Cus,15,El Moudden Omar,L,-,-,*,*,*,-,-,-,-,-1,-,-,-,17,1,0.35 ,0.06 ,-,-,-,-,-,-,-,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1516,12/4/2025,19:00,533 ,€ 753 ,C,CUS Cagliari,Cagliari Cus,17,Gozzo Stefano,-,-,-,1,1,-,-,-,5,2,-6,8,3,-,8,1,0.38 ,-,16,1,3,4,0.25 ,-,1,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1516,12/4/2025,19:00,533 ,€ 753 ,C,CUS Cagliari,Cagliari Cus,18,Bresa Bresat,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1516,12/4/2025,19:00,533 ,€ 753 ,C,CUS Cagliari,Cagliari Cus,23,Biasotto Morgan,-,-,-,3,3,6 ,-,-,14,8,5,12,2,2,2,-,1.00 ,0.50 ,24,5,2,11,0.46 ,-,1,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1516,12/4/2025,19:00,533 ,€ 753 ,O,Rinascita Lagonegro,Lagonegro,2,Fortunato Nicola,L,-,-,*,*,*,-,-,-,-,-2,-,-,-,20,2,0.35 ,-,-,-,-,-,-,-,-,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1516,12/4/2025,19:00,533 ,€ 753 ,O,Rinascita Lagonegro,Lagonegro,4,Vindice Gianmarco,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1516,12/4/2025,19:00,533 ,€ 753 ,O,Rinascita Lagonegro,Lagonegro,6,Panciocco Marco Rocco,-,-,-,2,3,2 ,-,-,7,6,1,10,1,1,11,-,0.55 ,0.36 ,12,2,2,5,0.42 ,-,1,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1516,12/4/2025,19:00,533 ,€ 753 ,O,Rinascita Lagonegro,Lagonegro,9,Pegoraro Andrea,-,-,-,6,1,6 ,-,-,4,3,-2,12,1,-,1,-,1.00 ,-,6,-,1,2,0.33 ,-,2,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1516,12/4/2025,19:00,533 ,€ 753 ,O,Rinascita Lagonegro,Lagonegro,10,Cantagalli Diego,-,-,-,4,5,4 ,-,-,15,4,5,10,2,-,-,-,-,-,33,3,3,13,0.39 ,-,2,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1516,12/4/2025,19:00,533 ,€ 753 ,O,Rinascita Lagonegro,Lagonegro,11,Franza Filippo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1516,12/4/2025,19:00,533 ,€ 753 ,O,Rinascita Lagonegro,Lagonegro,12,Tognoni Gabriele,-,-,-,3,4,3 ,-,-,8,4,1,16,1,1,4,-,0.75 ,-,7,-,-,4,0.57 ,-,3,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1516,12/4/2025,19:00,533 ,€ 753 ,O,Rinascita Lagonegro,Lagonegro,14,Fioretti Andrea,-,-,-,*,-,-,-,-,-,-,-,-,-,-,1,-,1.00 ,-,1,-,-,-,-,-,-,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1516,12/4/2025,19:00,533 ,€ 753 ,O,Rinascita Lagonegro,Lagonegro,15,Armenante Stefano,-,-,-,5,6,5 ,-,-,10,4,5,12,2,1,13,1,0.77 ,0.31 ,18,1,1,8,0.44 ,-,1,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1516,12/4/2025,19:00,533 ,€ 753 ,O,Rinascita Lagonegro,Lagonegro,16,Sperotto Lorenzo,-,-,-,1,2,1 ,-,-,2,2,-,11,-,-,-,-,-,-,1,-,-,1,1.00 ,-,1,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1516,12/4/2025,19:00,533 ,€ 753 ,O,Rinascita Lagonegro,Lagonegro,17,Bonacchi Federico,-,-,-,*,*,*,-,-,1,1,-1,5,2,1,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1516,12/4/2025,19:00,533 ,€ 753 ,O,Rinascita Lagonegro,Lagonegro,22,Focosi Leonardo,-,-,-,-,-,*,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1516,12/4/2025,19:00,533 ,€ 753 ,O,Rinascita Lagonegro,Lagonegro,35,Parrini Giulio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1517,13/4/2025,17:00,485 ,€ 838 ,C,Negrini CTE Acqui Terme,Acqui Terme,2,Biasotto Manuel,-,-,-,3,1,5 ,-,-,3,1,-1,10,1,1,1,1,-,-,3,-,-,2,0.67 ,-,-,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1517,13/4/2025,17:00,485 ,€ 838 ,C,Negrini CTE Acqui Terme,Acqui Terme,3,Carrera Pietro,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1517,13/4/2025,17:00,485 ,€ 838 ,C,Negrini CTE Acqui Terme,Acqui Terme,4,Garrone Andrea,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1517,13/4/2025,17:00,485 ,€ 838 ,C,Negrini CTE Acqui Terme,Acqui Terme,5,Bellanova Giuseppe,-,-,-,4,2,6 ,1,6,2,2,-3,15,2,-,-,-,-,-,-,-,-,-,-,-,2,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1517,13/4/2025,17:00,485 ,€ 838 ,C,Negrini CTE Acqui Terme,Acqui Terme,8,Mazza Federico,-,-,-,-,-,*,6,5,3,3,1,7,-,-,-,-,-,-,3,-,1,1,0.33 ,-,2,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1517,13/4/2025,17:00,485 ,€ 838 ,C,Negrini CTE Acqui Terme,Acqui Terme,9,Garra Filippo,-,-,-,-,-,-,*,*,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1517,13/4/2025,17:00,485 ,€ 838 ,C,Negrini CTE Acqui Terme,Acqui Terme,11,Botto Iacopo,-,-,-,5,3,1 ,2,1,16,5,1,11,5,1,12,-,0.75 ,0.50 ,29,6,2,13,0.45 ,-,2,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1517,13/4/2025,17:00,485 ,€ 838 ,C,Negrini CTE Acqui Terme,Acqui Terme,12,Petras Michal,-,-,-,2,6,4 ,5,4,24,9,2,16,8,3,29,6,0.31 ,0.21 ,37,5,1,20,0.54 ,-,1,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1517,13/4/2025,17:00,485 ,€ 838 ,C,Negrini CTE Acqui Terme,Acqui Terme,14,Esposito Davide,-,-,-,6,4,2 ,3,2,10,2,3,24,2,-,1,-,-,-,11,-,1,5,0.45 ,-,5,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1517,13/4/2025,17:00,485 ,€ 838 ,C,Negrini CTE Acqui Terme,Acqui Terme,15,Cester Davide,-,-,-,-,*,*,4,3,7,2,-5,9,6,1,-,-,-,-,16,3,1,5,0.31 ,-,1,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1517,13/4/2025,17:00,485 ,€ 838 ,C,Negrini CTE Acqui Terme,Acqui Terme,17,Brunetti Davide,L,-,-,*,*,*,*,*,-,-,-4,-,-,-,39,4,0.46 ,0.21 ,-,-,-,-,-,-,-,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1517,13/4/2025,17:00,485 ,€ 838 ,C,Negrini CTE Acqui Terme,Acqui Terme,21,Trombin Filippo,L,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1517,13/4/2025,17:00,485 ,€ 838 ,C,Negrini CTE Acqui Terme,Acqui Terme,22,Pievani Mattia,-,-,-,1,5,3 ,-,-,4,1,-2,6,2,-,-,-,-,-,10,3,1,4,0.40 ,-,-,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1517,13/4/2025,17:00,485 ,€ 838 ,O,Domotek Reggio Calabria,Reggio Calabria,1,De Santis Saverio,L,-,-,*,*,*,*,*,-,-,-2,-,-,-,17,2,0.65 ,0.47 ,-,-,-,-,-,-,-,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1517,13/4/2025,17:00,485 ,€ 838 ,O,Domotek Reggio Calabria,Reggio Calabria,2,Giuliani Fabio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1517,13/4/2025,17:00,485 ,€ 838 ,O,Domotek Reggio Calabria,Reggio Calabria,3,Stufano Alessandro,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1517,13/4/2025,17:00,485 ,€ 838 ,O,Domotek Reggio Calabria,Reggio Calabria,4,Galipò Francesco,-,-,-,*,-,-,-,-,-,-,-1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1517,13/4/2025,17:00,485 ,€ 838 ,O,Domotek Reggio Calabria,Reggio Calabria,5,Guarienti Zappoli Enrico,-,-,-,1,1,1 ,-,-,5,4,-4,15,2,3,16,2,0.50 ,0.19 ,11,2,1,2,0.18 ,-,-,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1517,13/4/2025,17:00,485 ,€ 838 ,O,Domotek Reggio Calabria,Reggio Calabria,6,Picardo Antonio,-,-,-,5,5,5 ,5,3,7,1,1,11,3,-,-,-,-,-,11,-,-,6,0.55 ,-,1,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1517,13/4/2025,17:00,485 ,€ 838 ,O,Domotek Reggio Calabria,Reggio Calabria,7,Lopetrone Massimiliano,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1517,13/4/2025,17:00,485 ,€ 838 ,O,Domotek Reggio Calabria,Reggio Calabria,10,Lamp Kevin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1517,13/4/2025,17:00,485 ,€ 838 ,O,Domotek Reggio Calabria,Reggio Calabria,11,Murabito Edoardo,-,-,-,2,2,2 ,2,6,4,1,-4,16,2,-,-,-,-,-,8,1,-,4,0.50 ,-,-,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1517,13/4/2025,17:00,485 ,€ 838 ,O,Domotek Reggio Calabria,Reggio Calabria,12,Georgiev Boris Yankov,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1517,13/4/2025,17:00,485 ,€ 838 ,O,Domotek Reggio Calabria,Reggio Calabria,13,Pugliatti Marco,-,-,-,6,6,6 ,6,4,1,-,-3,13,1,-,-,-,-,-,-,-,-,-,-,-,1,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1517,13/4/2025,17:00,485 ,€ 838 ,O,Domotek Reggio Calabria,Reggio Calabria,14,Laganà Domenico,-,-,-,3,3,3 ,3,1,18,9,-,21,7,3,-,-,-,-,33,3,5,13,0.39 ,-,2,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1517,13/4/2025,17:00,485 ,€ 838 ,O,Domotek Reggio Calabria,Reggio Calabria,18,Soncini Marco,-,-,-,*,*,*,1,5,4,-,-,10,1,-,17,1,0.71 ,0.29 ,8,-,1,4,0.50 ,-,-,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1517,13/4/2025,17:00,485 ,€ 838 ,O,Domotek Reggio Calabria,Reggio Calabria,23,Lazzaretto Enrico,-,-,-,4,4,4 ,4,2,21,8,-,18,6,2,27,4,0.56 ,0.15 ,32,4,6,16,0.50 ,-,3,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1518,13/4/2025,18:00,622 ,€ 2.150 ,C,ErmGroup Altotevere San Giustino,San Giustino Pallavolo,1,Troiani Tommaso,-,-,-,*,-,*,*,-,-,-,-1,7,1,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1518,13/4/2025,18:00,622 ,€ 2.150 ,C,ErmGroup Altotevere San Giustino,San Giustino Pallavolo,2,Cipriani Nico,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1518,13/4/2025,18:00,622 ,€ 2.150 ,C,ErmGroup Altotevere San Giustino,San Giustino Pallavolo,3,Biffi Jacopo,-,-,-,6,6,6 ,6,-,4,3,1,12,1,1,-,-,-,-,2,1,-,1,0.50 ,-,2,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1518,13/4/2025,18:00,622 ,€ 2.150 ,C,ErmGroup Altotevere San Giustino,San Giustino Pallavolo,4,Maiocchi Matteo,-,-,-,1,4,4 ,4,-,15,4,10,12,3,-,18,1,0.83 ,0.50 ,30,-,1,12,0.40 ,-,3,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1518,13/4/2025,18:00,622 ,€ 2.150 ,C,ErmGroup Altotevere San Giustino,San Giustino Pallavolo,5,Marzolla Simone,-,-,-,3,3,3 ,3,-,17,2,10,17,-,-,-,-,-,-,33,1,3,16,0.48 ,-,1,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1518,13/4/2025,18:00,622 ,€ 2.150 ,C,ErmGroup Altotevere San Giustino,San Giustino Pallavolo,6,Galiano Gabriel,-,-,-,2,2,2 ,2,-,5,1,-5,15,5,-,1,-,1.00 ,-,7,2,-,4,0.57 ,-,1,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1518,13/4/2025,18:00,622 ,€ 2.150 ,C,ErmGroup Altotevere San Giustino,San Giustino Pallavolo,7,Battaglia Paolo,-,-,-,*,*,*,*,-,2,2,2,1,-,-,-,-,-,-,1,-,-,1,1.00 ,-,1,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1518,13/4/2025,18:00,622 ,€ 2.150 ,C,ErmGroup Altotevere San Giustino,San Giustino Pallavolo,9,Cioffi Gianmarco,L,-,-,*,-,*,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1518,13/4/2025,18:00,622 ,€ 2.150 ,C,ErmGroup Altotevere San Giustino,San Giustino Pallavolo,10,Masala Francesco Elia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1518,13/4/2025,18:00,622 ,€ 2.150 ,C,ErmGroup Altotevere San Giustino,San Giustino Pallavolo,12,Stoppelli Davide,-,-,-,-,-,-,*,-,-,-,-1,1,-,-,-,-,-,-,1,1,-,-,-,-,-,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1518,13/4/2025,18:00,622 ,€ 2.150 ,C,ErmGroup Altotevere San Giustino,San Giustino Pallavolo,13,Pochini Filippo,L,-,-,*,*,*,*,-,-,-,-1,-,-,-,12,1,0.58 ,0.33 ,-,-,-,-,-,-,-,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1518,13/4/2025,18:00,622 ,€ 2.150 ,C,ErmGroup Altotevere San Giustino,San Giustino Pallavolo,14,Cappelletti Niccolò,-,-,-,4,1,1 ,1,-,15,8,3,13,4,-,34,-,0.62 ,0.15 ,32,2,3,14,0.44 ,-,1,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1518,13/4/2025,18:00,622 ,€ 2.150 ,C,ErmGroup Altotevere San Giustino,San Giustino Pallavolo,16,Carpita Daniele,-,-,-,*,-,*,*,-,1,-,-1,1,1,-,4,1,0.75 ,0.50 ,1,-,-,1,1.00 ,-,-,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1518,13/4/2025,18:00,622 ,€ 2.150 ,C,ErmGroup Altotevere San Giustino,San Giustino Pallavolo,17,Quarta Augusto,-,-,-,5,5,5 ,5,-,6,2,6,14,-,-,-,-,-,-,8,-,-,4,0.50 ,-,2,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1518,13/4/2025,18:00,622 ,€ 2.150 ,O,Romeo Sorrento,Massa Lubrense,1,Tulone Calogero,-,-,-,6,6,6 ,6,-,2,-,-6,13,2,-,-,-,-,-,4,1,1,1,0.25 ,-,1,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1518,13/4/2025,18:00,622 ,€ 2.150 ,O,Romeo Sorrento,Massa Lubrense,3,Wawrzynczyk Stanislaw Zbigniew,-,-,-,4,4,-,-,-,4,2,2,5,-,-,14,-,0.64 ,0.43 ,9,-,-,4,0.44 ,-,-,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1518,13/4/2025,18:00,622 ,€ 2.150 ,O,Romeo Sorrento,Massa Lubrense,4,Ciampa Michele,-,-,-,-,*,*,-,-,2,-,1,-,-,-,-,-,-,-,3,1,-,2,0.67 ,-,-,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1518,13/4/2025,18:00,622 ,€ 2.150 ,O,Romeo Sorrento,Massa Lubrense,6,Pol Alberto,-,-,-,1,1,1 ,4,-,12,3,5,17,2,2,22,-,0.64 ,0.18 ,26,4,1,10,0.38 ,-,-,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1518,13/4/2025,18:00,622 ,€ 2.150 ,O,Romeo Sorrento,Massa Lubrense,8,Patriarca Stefano,-,-,-,5,5,5 ,2,-,8,3,-2,8,2,-,-,-,-,-,13,-,2,6,0.46 ,-,2,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1518,13/4/2025,18:00,622 ,€ 2.150 ,O,Romeo Sorrento,Massa Lubrense,9,Cremoni Gianluca,-,-,-,*,*,4 ,1,-,7,1,-1,7,1,-,29,1,0.62 ,0.24 ,17,2,2,7,0.41 ,-,-,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1518,13/4/2025,18:00,622 ,€ 2.150 ,O,Romeo Sorrento,Massa Lubrense,10,Pontecorvo Paolo,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1518,13/4/2025,18:00,622 ,€ 2.150 ,O,Romeo Sorrento,Massa Lubrense,11,Baldi Andrea,-,-,-,3,3,3 ,3,-,16,6,-3,16,5,1,-,-,-,-,31,5,5,13,0.42 ,-,2,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1518,13/4/2025,18:00,622 ,€ 2.150 ,O,Romeo Sorrento,Massa Lubrense,12,Filippelli Mattia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1518,13/4/2025,18:00,622 ,€ 2.150 ,O,Romeo Sorrento,Massa Lubrense,13,Becchio Alessandro,-,-,-,-,*,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1518,13/4/2025,18:00,622 ,€ 2.150 ,O,Romeo Sorrento,Massa Lubrense,15,Gargiulo Mariano,-,-,-,-,*,*,*,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1518,13/4/2025,18:00,622 ,€ 2.150 ,O,Romeo Sorrento,Massa Lubrense,18,Fortes Francesco,-,-,-,2,2,2 ,5,-,8,2,6,14,1,-,1,-,-,-,11,-,-,6,0.55 ,-,2,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1518,13/4/2025,18:00,622 ,€ 2.150 ,O,Romeo Sorrento,Massa Lubrense,33,Russo Davide Luigi,L,-,-,*,*,*,*,-,-,-,-,-,-,-,12,-,0.17 ,-,-,-,-,-,-,-,-,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1519,13/4/2025,18:00,1.141 ,€ 4.296 ,C,JV Gioia Del Colle,Gioia Del Colle,2,Martinelli Riccardo,-,-,-,*,*,*,-,-,-,-,-1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1519,13/4/2025,18:00,1.141 ,€ 4.296 ,C,JV Gioia Del Colle,Gioia Del Colle,3,Mariano Romolo,-,-,-,2,3,2 ,-,-,11,2,5,15,1,-,12,1,0.50 ,0.17 ,31,3,1,11,0.35 ,-,-,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1519,13/4/2025,18:00,1.141 ,€ 4.296 ,C,JV Gioia Del Colle,Gioia Del Colle,5,Attolico Donato,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1519,13/4/2025,18:00,1.141 ,€ 4.296 ,C,JV Gioia Del Colle,Gioia Del Colle,6,Rinaldi Danilo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1519,13/4/2025,18:00,1.141 ,€ 4.296 ,C,JV Gioia Del Colle,Gioia Del Colle,7,Vaskelis Edvinas,-,-,-,1,2,1 ,-,-,13,4,4,14,2,2,1,-,-,-,28,3,2,10,0.36 ,-,1,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1519,13/4/2025,18:00,1.141 ,€ 4.296 ,C,JV Gioia Del Colle,Gioia Del Colle,8,Longo Giuseppe,-,-,-,4,5,4 ,-,-,2,1,-,15,-,1,-,-,-,-,1,-,-,-,-,-,1,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1519,13/4/2025,18:00,1.141 ,€ 4.296 ,C,JV Gioia Del Colle,Gioia Del Colle,9,Milan Sebastiano,-,-,-,5,6,5 ,-,-,8,4,-6,10,3,-,22,1,0.68 ,0.41 ,25,2,6,6,0.24 ,-,2,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1519,13/4/2025,18:00,1.141 ,€ 4.296 ,C,JV Gioia Del Colle,Gioia Del Colle,10,Disabato Piervito,-,-,-,*,-,*,-,-,-,-,-,-,-,-,3,-,1.00 ,0.67 ,-,-,-,-,-,-,-,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1519,13/4/2025,18:00,1.141 ,€ 4.296 ,C,JV Gioia Del Colle,Gioia Del Colle,11,Persoglia Sandi,-,-,-,3,4,3 ,-,-,9,6,-2,11,2,-,1,-,-,-,8,-,-,5,0.63 ,-,4,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1519,13/4/2025,18:00,1.141 ,€ 4.296 ,C,JV Gioia Del Colle,Gioia Del Colle,12,Cester Enrico,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1519,13/4/2025,18:00,1.141 ,€ 4.296 ,C,JV Gioia Del Colle,Gioia Del Colle,14,Pierri Francesco,L,-,-,*,*,*,-,-,-,-,-1,-,-,-,14,1,0.64 ,0.21 ,-,-,-,-,-,-,-,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1519,13/4/2025,18:00,1.141 ,€ 4.296 ,C,JV Gioia Del Colle,Gioia Del Colle,15,Garofolo Fabrizio,-,-,-,6,1,6 ,-,-,7,5,4,12,-,1,-,-,-,-,4,-,-,4,1.00 ,-,2,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1519,13/4/2025,18:00,1.141 ,€ 4.296 ,C,JV Gioia Del Colle,Gioia Del Colle,20,Starace Michele,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1519,13/4/2025,18:00,1.141 ,€ 4.296 ,C,JV Gioia Del Colle,Gioia Del Colle,22,Alberga Antongiulio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1519,13/4/2025,18:00,1.141 ,€ 4.296 ,O,Belluno Volley,Belluno,1,Luisetto Michele,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A3,Play_Off,Semifinal,2 ,-,1519,13/4/2025,18:00,1.141 ,€ 4.296 ,O,Belluno Volley,Belluno,2,Ferrato Leonardo,-,-,-,6,6,3 ,-,-,4,2,-1,12,2,-,2,1,0.50 ,-,3,-,-,3,1.00 ,-,1,,,,
