Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,Set Won,Set Lost,Set1_Point_Won_Part1,Set1_Point_Won_Part2,Set1_Point_Won_Part3,Set1_Point_Won,Set1_Point_Lost_Part1,Set1_Point_Lost_Part2,Set1_Point_Lost_Part3,Set1_Point_Lost,Set2_Point_Won_Part1,Set2_Point_Won_Part2,Set2_Point_Won_Part3,Set2_Point_Won,Set2_Point_Lost_Part1,Set2_Point_Lost_Part2,Set2_Point_Lost_Part3,Set2_Point_Lost,Set3_Point_Won_Part1,Set3_Point_Won_Part2,Set3_Point_Won_Part3,Set3_Point_Won,Set3_Point_Lost_Part1,Set3_Point_Lost_Part2,Set3_Point_Lost_Part3,Set3_Point_Lost,Set4_Point_Won_Part1,Set4_Point_Won_Part2,Set4_Point_Won_Part3,Set4_Point_Won,Set4_Point_Lost_Part1,Set4_Point_Lost_Part2,Set4_Point_Lost_Part3,Set4_Point_Lost,Set5_Point_Won_Part1,Set5_Point_Won_Part2,Set5_Point_Won_Part3,Set5_Point_Won,Set5_Point_Lost_Part1,Set5_Point_Lost_Part2,Set5_Point_Lost_Part3,Set5_Point_Lost,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt,,,,,,,,,,,
2024/2025,A3_Group_Blu ,Regular_Season,1st,8,-,1236,1/12/2024,19:00,269 ,€ 597 ,O,EnergyTime Campobasso,Campobasso,0,3,6,8,14,16,19,21,21,25,7,8,13,16,18,21,19,25,5,8,14,16,18,21,22,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,11,-8,63,14,2,61,7,0.44 ,0.30 ,86,6,10,37,0.43 ,-,5,,,,,,,,,,,
2024/2025,A3_Group_Blu ,Regular_Season,1st,8,-,1237,1/12/2024,16:00,294 ,€ 294 ,C,Vidya Viridex Sabaudia,Sabaudia Plus,1,3,8,5,16,14,21,15,25,21,8,4,16,9,21,18,23,25,7,8,11,16,18,21,21,25,6,8,12,16,17,21,19,25,-,-,-,-,-,-,-,-,66,23,10,89,15,8,80,3,0.51 ,0.33 ,112,9,11,51,0.46 ,-,7,,,,,,,,,,,
2024/2025,A3_Group_Blu ,Regular_Season,1st,8,-,1237,1/12/2024,16:00,294 ,€ 294 ,O,Avimecc Modica,Modica,3,1,5,8,14,16,15,21,21,25,4,8,9,16,18,21,25,23,8,7,16,11,21,18,25,21,8,6,16,12,21,17,25,19,-,-,-,-,-,-,-,-,65,23,14,95,15,3,74,9,0.41 ,0.27 ,93,5,7,51,0.55 ,-,11,,,,,,,,,,,
2024/2025,A3_Group_Blu ,Regular_Season,1st,9,-,1239,8/12/2024,18:00,276 ,€ 410 ,C,Avimecc Modica,Modica,3,2,6,8,10,16,15,21,19,25,8,6,16,14,20,21,25,23,7,8,11,16,16,21,17,25,8,6,16,14,21,18,25,19,5,2,0,0,0,0,15,12,74,23,-2,100,12,5,88,9,0.45 ,0.18 ,124,14,12,59,0.48 ,-,10,,,,,,,,,,,
2024/2025,A3_Group_Blu ,Regular_Season,1st,9,-,1239,8/12/2024,18:00,276 ,€ 410 ,O,BCC Tecbus Castellana Grotte,Castellana Grotte,2,3,8,6,16,10,21,15,25,19,6,8,14,16,21,20,23,25,8,7,16,11,21,16,25,17,6,8,14,16,18,21,19,25,2,5,0,0,0,0,12,15,76,26,16,104,16,8,88,5,0.47 ,0.25 ,120,7,10,56,0.47 ,-,12,,,,,,,,,,,
2024/2025,A3_Group_Blu ,Regular_Season,1st,9,-,1240,7/12/2024,18:00,272 ,€ 192 ,C,Vidya Viridex Sabaudia,Sabaudia Plus,0,3,6,8,16,14,21,19,23,25,7,8,15,16,21,20,23,25,7,8,15,16,21,20,23,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55,18,15,70,16,8,65,6,0.51 ,0.20 ,79,4,7,43,0.54 ,-,4,,,,,,,,,,,
2024/2025,A3_Group_Blu ,Regular_Season,1st,9,-,1240,7/12/2024,18:00,272 ,€ 192 ,O,Romeo Sorrento,Massa Lubrense,3,0,8,6,14,16,19,21,25,23,8,7,16,15,20,21,25,23,8,7,16,15,20,21,25,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,23,13,73,8,6,54,8,0.57 ,0.39 ,83,5,4,40,0.48 ,-,7,,,,,,,,,,,
2024/2025,A3_Group_Blu ,Regular_Season,1st,9,-,1241,7/12/2024,18:30,304 ,€ 298 ,C,Gaia Energy Napoli,Napoli,1,3,7,8,15,16,19,21,21,25,4,8,14,16,16,21,18,25,8,5,16,12,21,17,25,19,6,8,16,13,20,21,21,25,-,-,-,-,-,-,-,-,60,20,-4,86,18,6,79,7,0.51 ,0.23 ,112,9,13,42,0.38 ,-,12,,,,,,,,,,,
2024/2025,A3_Group_Blu ,Regular_Season,1st,9,-,1241,7/12/2024,18:30,304 ,€ 298 ,O,Rinascita Lagonegro,Lagonegro,3,1,8,7,16,15,21,19,25,21,8,4,16,14,21,16,25,18,5,8,12,16,17,21,19,25,8,6,13,16,21,20,25,21,-,-,-,-,-,-,-,-,65,28,13,91,12,4,68,6,0.54 ,0.25 ,115,8,12,48,0.42 ,-,13,,,,,,,,,,,
2024/2025,A3_Group_Blu ,Regular_Season,1st,9,-,1242,8/12/2024,18:00,1.203 ,€ 2.683 ,C,Domotek Reggio Calabria,Reggio Calabria,2,3,7,8,12,16,19,21,29,31,8,6,16,12,21,15,25,20,7,8,16,15,20,21,25,22,8,7,11,16,17,21,20,25,4,5,0,0,0,0,13,15,84,22,10,112,25,5,94,4,0.49 ,0.31 ,142,14,4,71,0.50 ,-,8,,,,,,,,,,,
2024/2025,A3_Group_Blu ,Regular_Season,1st,9,-,1242,8/12/2024,18:00,1.203 ,€ 2.683 ,O,JV Gioia Del Colle,Gioia Del Colle,3,2,8,7,16,12,21,19,31,29,6,8,12,16,15,21,20,25,8,7,15,16,21,20,22,25,7,8,16,11,21,17,25,20,5,4,0,0,0,0,15,13,73,18,3,112,18,4,87,6,0.37 ,0.25 ,127,7,8,65,0.51 ,-,4,,,,,,,,,,,
2024/2025,A3_Group_Blu ,Regular_Season,1st,9,-,1243,7/12/2024,18:00,229 ,€ 387 ,C,EnergyTime Campobasso,Campobasso,0,3,7,8,14,16,18,21,21,25,6,8,15,16,18,21,20,25,7,8,8,16,10,21,15,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,12,-8,57,8,3,63,6,0.59 ,0.29 ,84,8,7,29,0.35 ,-,6,,,,,,,,,,,
2024/2025,A3_Group_Blu ,Regular_Season,1st,9,-,1243,7/12/2024,18:00,229 ,€ 387 ,O,Sieco Service Ortona,Ortona,3,0,8,7,16,14,21,18,25,21,8,6,16,15,21,18,25,20,8,7,16,8,21,10,25,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58,26,18,74,11,6,49,5,0.57 ,0.43 ,90,7,6,45,0.50 ,-,7,,,,,,,,,,,
2024/2025,A3_Group_Blu ,Regular_Season,1st,10,-,1245,15/12/2024,18:00,390 ,€ 147 ,C,BCC Tecbus Castellana Grotte,Castellana Grotte,0,3,8,5,16,13,19,21,23,25,5,8,10,16,13,21,20,25,5,8,11,16,16,21,19,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55,19,1,64,12,2,70,7,0.73 ,0.39 ,107,10,11,42,0.39 ,-,11,,,,,,,,,,,
2024/2025,A3_Group_Blu ,Regular_Season,1st,10,-,1245,15/12/2024,18:00,390 ,€ 147 ,O,Rinascita Lagonegro,Lagonegro,3,0,5,8,13,16,21,19,25,23,8,5,16,10,21,13,25,20,8,5,16,11,21,16,25,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,23,6,73,3,5,52,5,0.62 ,0.23 ,78,4,11,35,0.45 ,-,11,,,,,,,,,,,
2024/2025,A3_Group_Blu ,Regular_Season,1st,10,-,1246,15/12/2024,17:00,271 ,€ 562 ,C,Romeo Sorrento,Massa Lubrense,3,1,8,4,16,11,21,15,25,23,7,8,16,11,21,15,25,17,6,8,13,16,16,21,19,25,8,7,16,13,21,16,25,22,-,-,-,-,-,-,-,-,67,20,10,92,16,4,74,1,0.47 ,0.28 ,113,7,8,59,0.52 ,-,4,,,,,,,,,,,
2024/2025,A3_Group_Blu ,Regular_Season,1st,10,-,1246,15/12/2024,17:00,271 ,€ 562 ,O,Avimecc Modica,Modica,1,3,4,8,11,16,15,21,23,25,8,7,11,16,15,21,17,25,8,6,16,13,21,16,25,19,7,8,13,16,16,21,22,25,-,-,-,-,-,-,-,-,63,19,18,88,14,1,76,4,0.46 ,0.28 ,104,7,4,54,0.52 ,-,8,,,,,,,,,,,
2024/2025,A3_Group_Blu ,Regular_Season,1st,10,-,1247,15/12/2024,18:00,1.067 ,€ 2.474 ,C,Domotek Reggio Calabria,Reggio Calabria,3,0,8,6,16,10,21,12,25,13,8,7,16,15,21,19,25,23,4,8,13,16,21,20,28,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,27,29,75,10,7,54,2,0.46 ,0.28 ,88,4,4,48,0.55 ,-,4,,,,,,,,,,,
2024/2025,A3_Group_Blu ,Regular_Season,1st,10,-,1247,15/12/2024,18:00,1.067 ,€ 2.474 ,O,Aurispa Links per la vita Lecce,Alessno Lecce,0,3,6,8,10,16,12,21,13,25,7,8,15,16,19,21,23,25,8,4,16,13,20,21,26,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,16,-4,64,10,2,65,8,0.29 ,0.18 ,88,7,4,35,0.40 ,-,4,,,,,,,,,,,
2024/2025,A3_Group_Blu ,Regular_Season,1st,10,-,1248,14/12/2024,18:00,232 ,€ 378 ,C,EnergyTime Campobasso,Campobasso,3,1,3,8,8,16,14,21,19,25,8,5,16,12,21,20,25,22,8,5,16,13,21,15,25,17,8,7,16,15,20,21,25,23,-,-,-,-,-,-,-,-,68,23,30,93,10,7,76,5,0.67 ,0.29 ,105,9,4,52,0.50 ,-,9,,,,,,,,,,,
2024/2025,A3_Group_Blu ,Regular_Season,1st,10,-,1248,14/12/2024,18:00,232 ,€ 378 ,O,Vidya Viridex Sabaudia,Sabaudia Plus,1,3,8,3,16,8,21,14,25,19,5,8,12,16,20,21,22,25,5,8,13,16,15,21,17,25,7,8,15,16,21,20,23,25,-,-,-,-,-,-,-,-,62,20,16,88,12,4,83,10,0.54 ,0.22 ,118,11,9,54,0.46 ,-,4,,,,,,,,,,,
2024/2025,A3_Group_Blu ,Regular_Season,1st,10,-,1249,15/12/2024,19:00,749 ,€ 1.616 ,C,JV Gioia Del Colle,Gioia Del Colle,3,0,8,4,16,11,21,13,25,18,8,5,16,11,21,13,25,16,8,4,16,8,21,13,25,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,25,13,73,17,7,35,1,0.43 ,0.37 ,59,3,5,26,0.44 ,-,15,,,,,,,,,,,
2024/2025,A3_Group_Blu ,Regular_Season,1st,10,-,1249,15/12/2024,19:00,749 ,€ 1.616 ,O,Gaia Energy Napoli,Napoli,0,3,4,8,11,16,13,21,18,25,5,8,11,16,13,21,16,25,4,8,8,16,13,21,16,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,7,-23,52,17,1,56,8,0.52 ,0.29 ,73,6,15,22,0.30 ,-,5,,,,,,,,,,,
2024/2025,A3_Group_Blu ,Regular_Season,1st,11,-,1251,21/12/2024,17:00,543 ,€ 640 ,C,Sieco Service Ortona,Ortona,3,2,8,4,14,16,21,18,32,34,8,6,16,13,21,18,25,21,8,7,15,16,19,21,25,22,8,7,11,16,15,21,17,25,3,5,0,0,0,0,15,12,79,25,.,114,18,1,94,8,0.50 ,0.17 ,132,11,9,66,0.50 ,-,12,,,,,,,,,,,
2024/2025,A3_Group_Blu ,Regular_Season,1st,11,-,1251,21/12/2024,17:00,543 ,€ 640 ,O,Domotek Reggio Calabria,Reggio Calabria,2,3,4,8,16,14,18,21,34,32,6,8,13,16,18,21,21,25,7,8,16,15,21,19,22,25,7,8,16,11,21,15,25,17,5,3,0,0,0,0,12,15,81,27,11,114,20,5,96,1,0.76 ,0.30 ,158,14,12,67,0.42 ,-,9,,,,,,,,,,,
2024/2025,A3_Group_Blu ,Regular_Season,1st,11,-,1252,22/12/2024,18:00,547 ,€ 1.035 ,C,Rinascita Lagonegro,Lagonegro,3,2,8,5,16,10,21,17,25,19,8,5,16,14,21,19,25,21,7,8,12,16,15,21,17,25,3,8,8,16,12,21,15,25,5,3,0,0,0,0,15,13,63,21,-3,96,11,2,83,12,0.52 ,0.28 ,124,11,10,51,0.41 ,-,10,,,,,,,,,,,
2024/2025,A3_Group_Blu ,Regular_Season,1st,11,-,1252,22/12/2024,18:00,547 ,€ 1.035 ,O,Romeo Sorrento,Massa Lubrense,2,3,5,8,10,16,17,21,19,25,5,8,14,16,19,21,21,25,8,7,16,12,21,15,25,17,8,3,16,8,21,12,25,15,3,5,0,0,0,0,13,15,81,31,5,104,21,11,85,2,0.59 ,0.36 ,139,13,10,60,0.43 ,-,10,,,,,,,,,,,
2024/2025,A3_Group_Blu ,Regular_Season,1st,11,-,1253,22/12/2024,16:00,253 ,€ 616 ,C,Aurispa Links per la vita Lecce,Alessno Lecce,3,2,5,8,10,16,16,21,19,25,8,6,16,12,21,16,25,19,8,4,15,16,19,21,26,28,8,6,16,13,21,16,25,19,4,5,0,0,0,0,15,8,84,30,32,108,9,7,87,6,0.51 ,0.24 ,130,8,6,66,0.51 ,-,11,,,,,,,,,,,
2024/2025,A3_Group_Blu ,Regular_Season,1st,11,-,1253,22/12/2024,16:00,253 ,€ 616 ,O,BCC Tecbus Castellana Grotte,Castellana Grotte,2,3,8,5,16,10,21,16,25,19,6,8,12,16,16,21,19,25,4,8,16,15,21,19,28,26,6,8,13,16,16,21,19,25,5,4,0,0,0,0,8,15,79,23,19,100,13,6,99,7,0.52 ,0.24 ,147,12,11,67,0.46 ,-,6,,,,,,,,,,,
2024/2025,A3_Group_Blu ,Regular_Season,1st,11,-,1254,22/12/2024,17:00,251 ,€ 343 ,C,Avimecc Modica,Modica,3,2,2,8,9,16,14,21,19,25,8,7,14,16,21,20,28,26,4,8,11,16,18,21,20,25,5,8,16,10,21,10,25,11,5,4,0,0,0,0,19,17,90,38,24,111,18,11,91,4,0.35 ,0.15 ,143,8,13,63,0.44 ,-,16,,,,,,,,,,,
2024/2025,A3_Group_Blu ,Regular_Season,1st,11,-,1254,22/12/2024,17:00,251 ,€ 343 ,O,JV Gioia Del Colle,Gioia Del Colle,2,3,8,2,16,9,21,14,25,19,7,8,16,14,20,21,26,28,8,4,16,11,21,18,25,20,8,5,10,16,10,21,11,25,4,5,0,0,0,0,17,19,78,31,5,104,13,2,93,14,0.54 ,0.23 ,139,6,16,63,0.45 ,-,13,,,,,,,,,,,
2024/2025,A3_Group_Blu ,Regular_Season,1st,11,-,1255,22/12/2024,18:00,279 ,€ 361 ,C,Gaia Energy Napoli,Napoli,3,0,8,5,16,13,21,18,25,20,8,6,16,13,21,17,25,22,8,6,16,14,21,19,25,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,27,28,74,11,6,54,4,0.63 ,0.43 ,87,2,3,41,0.47 ,-,9,,,,,,,,,,,
2024/2025,A3_Group_Blu ,Regular_Season,1st,11,-,1255,22/12/2024,18:00,279 ,€ 361 ,O,EnergyTime Campobasso,Campobasso,0,3,5,8,13,16,18,21,20,25,6,8,13,16,17,21,22,25,6,8,14,16,19,21,20,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,22,3,63,9,4,63,6,0.46 ,0.30 ,99,9,9,42,0.42 ,-,3,,,,,,,,,,,
2024/2025,A3_Group_Blu ,Regular_Season,2nd,1,-,1257,26/12/2024,18:00,-,-,C,Vidya Viridex Sabaudia,Sabaudia Plus,3,0,8,5,16,10,21,15,25,20,8,6,16,10,21,15,25,16,8,5,16,12,21,18,25,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,19,22,73,14,3,55,.,0.53 ,0.36 ,86,4,5,45,0.52 ,-,12,,,,,,,,,,,
2024/2025,A3_Group_Blu ,Regular_Season,2nd,1,-,1257,26/12/2024,18:00,-,-,O,Sieco Service Ortona,Ortona,0,3,5,8,10,16,15,21,20,25,6,8,10,16,15,21,16,25,5,8,12,16,18,21,22,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36,9,-18,60,5,.,59,4,0.51 ,0.22 ,87,10,12,31,0.36 ,-,5,,,,,,,,,,,
2024/2025,A3_Group_Blu ,Regular_Season,2nd,1,-,1258,26/12/2024,18:00,366 ,€ 402 ,C,EnergyTime Campobasso,Campobasso,0,3,4,8,9,16,13,21,14,25,5,8,9,16,11,21,13,25,6,8,11,16,18,21,23,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37,10,8,52,8,.,65,3,0.66 ,0.28 ,87,11,6,31,0.36 ,-,5,,,,,,,,,,,
2024/2025,A3_Group_Blu ,Regular_Season,2nd,1,-,1258,26/12/2024,18:00,366 ,€ 402 ,O,Rinascita Lagonegro,Lagonegro,3,0,8,4,16,9,21,13,25,14,8,5,16,9,21,11,25,13,8,6,16,11,21,18,25,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,23,33,73,8,1,44,.,0.52 ,0.23 ,82,3,5,44,0.54 ,-,6,,,,,,,,,,,
2024/2025,A3_Group_Blu ,Regular_Season,2nd,1,-,1259,26/12/2024,18:00,671 ,€ 1.527 ,C,JV Gioia Del Colle,Gioia Del Colle,3,1,8,4,16,12,21,14,25,18,6,8,13,16,18,21,21,25,8,2,16,9,21,11,25,15,8,3,16,11,21,14,25,15,-,-,-,-,-,-,-,-,66,29,18,95,7,4,65,3,0.55 ,0.32 ,98,10,6,47,0.48 ,-,15,,,,,,,,,,,
2024/2025,A3_Group_Blu ,Regular_Season,2nd,1,-,1259,26/12/2024,18:00,671 ,€ 1.527 ,O,Aurispa Links per la vita Lecce,Alessno Lecce,1,3,4,8,12,16,14,21,18,25,8,6,16,13,21,18,25,21,2,8,9,16,11,21,15,25,3,8,11,16,14,21,15,25,-,-,-,-,-,-,-,-,54,15,-7,74,9,1,88,6,0.63 ,0.27 ,128,18,15,47,0.37 ,-,6,,,,,,,,,,,
2024/2025,A3_Group_Blu ,Regular_Season,2nd,1,-,1260,26/12/2024,19:00,1.184 ,€ 2.684 ,C,Domotek Reggio Calabria,Reggio Calabria,3,1,7,8,16,15,21,18,25,22,5,8,12,16,19,21,23,25,8,7,15,16,21,20,25,21,8,5,16,13,21,17,25,22,-,-,-,-,-,-,-,-,59,16,-1,96,13,4,75,5,0.60 ,0.27 ,122,8,12,51,0.42 ,-,4,,,,,,,,,,,
2024/2025,A3_Group_Blu ,Regular_Season,2nd,1,-,1260,26/12/2024,19:00,1.184 ,€ 2.684 ,O,Avimecc Modica,Modica,1,3,8,7,15,16,18,21,22,25,8,5,16,12,21,19,25,23,7,8,16,15,20,21,21,25,5,8,13,16,17,21,22,25,-,-,-,-,-,-,-,-,67,20,3,91,16,4,83,4,0.45 ,0.20 ,115,17,4,51,0.44 ,-,12,,,,,,,,,,,
2024/2025,A3_Group_Blu ,Regular_Season,2nd,1,-,1261,26/12/2024,18:00,286 ,€ 714 ,C,Romeo Sorrento,Massa Lubrense,3,0,8,5,16,15,21,16,25,19,6,8,16,15,21,19,25,21,8,6,16,13,21,15,25,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,24,20,74,14,3,43,1,0.56 ,0.33 ,94,6,4,42,0.45 ,-,6,,,,,,,,,,,
2024/2025,A3_Group_Blu ,Regular_Season,2nd,1,-,1261,26/12/2024,18:00,286 ,€ 714 ,O,Gaia Energy Napoli,Napoli,0,3,5,8,15,16,16,21,19,25,8,6,15,16,19,21,21,25,6,8,13,16,15,21,17,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34,10,-11,58,15,.,60,5,0.55 ,0.27 ,88,7,6,30,0.34 ,-,4,,,,,,,,,,,
2024/2025,A3_Group_Blu ,Regular_Season,2nd,2,-,1263,29/12/2024,18:00,606 ,€ 850 ,C,Sieco Service Ortona,Ortona,3,1,8,6,16,11,21,15,25,20,8,7,16,15,21,19,25,20,3,8,7,16,11,21,15,25,8,7,16,12,21,19,25,21,-,-,-,-,-,-,-,-,64,20,13,89,12,4,74,3,0.66 ,0.53 ,106,11,7,50,0.47 ,-,10,,,,,,,,,,,
2024/2025,A3_Group_Blu ,Regular_Season,2nd,2,-,1263,29/12/2024,18:00,606 ,€ 850 ,O,Romeo Sorrento,Massa Lubrense,1,3,6,8,11,16,15,21,20,25,7,8,15,16,19,21,20,25,8,3,16,7,21,11,25,15,7,8,12,16,19,21,21,25,-,-,-,-,-,-,-,-,61,15,1,87,13,2,77,4,0.66 ,0.51 ,114,12,10,52,0.46 ,-,7,,,,,,,,,,,
2024/2025,A3_Group_Blu ,Regular_Season,2nd,2,-,1264,29/12/2024,18:00,285 ,€ 369 ,C,Gaia Energy Napoli,Napoli,3,0,6,8,12,16,21,18,25,22,7,8,16,12,21,20,25,22,8,7,16,13,21,18,25,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,23,22,73,13,4,56,3,0.63 ,0.36 ,83,6,7,42,0.51 ,-,11,,,,,,,,,,,
2024/2025,A3_Group_Blu ,Regular_Season,2nd,2,-,1264,29/12/2024,18:00,285 ,€ 369 ,O,Vidya Viridex Sabaudia,Sabaudia Plus,0,3,8,6,16,12,18,21,22,25,8,7,12,16,20,21,22,25,7,8,13,16,18,21,22,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,16,2,68,12,.,60,4,0.53 ,0.30 ,87,4,11,37,0.43 ,-,7,,,,,,,,,,,
2024/2025,A3_Group_Blu ,Regular_Season,2nd,2,-,1265,29/12/2024,18:00,566 ,€ 1.205 ,C,Rinascita Lagonegro,Lagonegro,1,3,8,4,13,16,17,21,21,25,8,3,16,12,21,15,25,17,6,8,13,16,16,21,22,25,7,8,15,16,21,19,24,26,-,-,-,-,-,-,-,-,61,22,-1,93,11,3,73,3,0.52 ,0.25 ,120,6,11,49,0.41 ,-,9,,,,,,,,,,,
2024/2025,A3_Group_Blu ,Regular_Season,2nd,2,-,1265,29/12/2024,18:00,566 ,€ 1.205 ,O,Domotek Reggio Calabria,Reggio Calabria,3,1,4,8,16,13,21,17,25,21,3,8,12,16,15,21,17,25,8,6,16,13,21,16,25,22,8,7,16,15,19,21,26,24,-,-,-,-,-,-,-,-,76,27,14,92,19,3,82,5,0.59 ,0.30 ,131,11,9,62,0.47 ,-,11,,,,,,,,,,,
2024/2025,A3_Group_Blu ,Regular_Season,2nd,2,-,1266,29/12/2024,18:00,249 ,€ 584 ,C,Aurispa Links per la vita Lecce,Alessno Lecce,3,0,8,6,16,15,21,19,25,22,8,7,15,16,21,16,25,19,4,8,11,16,21,20,27,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,22,20,75,6,5,64,2,0.52 ,0.34 ,108,11,5,46,0.43 ,-,8,,,,,,,,,,,
2024/2025,A3_Group_Blu ,Regular_Season,2nd,2,-,1266,29/12/2024,18:00,249 ,€ 584 ,O,EnergyTime Campobasso,Campobasso,0,3,6,8,15,16,19,21,22,25,7,8,16,15,16,21,19,25,8,4,16,11,20,21,25,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,16,2,68,4,2,69,5,0.43 ,0.19 ,107,14,8,41,0.38 ,-,5,,,,,,,,,,,
2024/2025,A3_Group_Blu ,Regular_Season,2nd,2,-,1267,29/12/2024,18:00,551 ,€ 1.137 ,C,BCC Tecbus Castellana Grotte,Castellana Grotte,0,3,5,8,9,16,12,21,16,25,8,6,10,16,14,21,16,25,8,7,14,16,17,21,19,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36,10,-18,53,8,1,61,9,0.49 ,0.20 ,83,6,10,32,0.39 ,-,3,,,,,,,,,,,
2024/2025,A3_Group_Blu ,Regular_Season,2nd,2,-,1267,29/12/2024,18:00,551 ,€ 1.137 ,O,JV Gioia Del Colle,Gioia Del Colle,3,0,8,5,16,9,21,12,25,16,6,8,16,10,21,14,25,16,7,8,16,14,21,17,25,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,31,21,73,12,8,45,2,0.71 ,0.27 ,74,3,3,41,0.55 ,-,10,,,,,,,,,,,
2024/2025,A3_Group_Blu ,Regular_Season,2nd,3,-,1269,4/1/2025,18:00,232 ,€ 312 ,C,EnergyTime Campobasso,Campobasso,3,0,8,6,16,15,20,21,25,23,7,8,16,13,21,15,25,17,8,7,15,16,20,21,26,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,19,31,75,7,3,53,2,0.68 ,0.34 ,89,3,6,36,0.40 ,-,11,,,,,,,,,,,
2024/2025,A3_Group_Blu ,Regular_Season,2nd,3,-,1269,4/1/2025,18:00,232 ,€ 312 ,O,BCC Tecbus Castellana Grotte,Castellana Grotte,0,3,6,8,15,16,21,20,23,25,8,7,13,16,15,21,17,25,7,8,16,15,21,20,24,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,15,13,65,12,2,68,3,0.69 ,0.31 ,124,12,11,44,0.35 ,-,6,,,,,,,,,,,
2024/2025,A3_Group_Blu ,Regular_Season,2nd,3,-,1270,5/1/2025,18:00,849 ,€ 2.118 ,C,JV Gioia Del Colle,Gioia Del Colle,3,0,8,5,14,16,20,21,25,22,4,8,12,16,20,21,26,24,7,8,16,14,21,19,25,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55,16,12,74,6,4,58,4,0.72 ,0.33 ,89,8,5,46,0.52 ,-,5,,,,,,,,,,,
2024/2025,A3_Group_Blu ,Regular_Season,2nd,3,-,1270,5/1/2025,18:00,849 ,€ 2.118 ,O,Sieco Service Ortona,Ortona,0,3,5,8,16,14,21,20,22,25,8,4,16,12,21,20,24,26,8,7,14,16,19,21,22,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,13,9,70,12,3,67,6,0.49 ,0.21 ,93,7,5,43,0.46 ,-,5,,,,,,,,,,,
2024/2025,SuperLega,Play_Off,Quarter,1,-,1400,8/3/2025,20:30,2.800 ,€ 19.736 ,C,Itas Trentino,Trento,3,0,7,8,16,14,21,20,25,23,8,6,16,12,21,17,25,19,8,5,16,7,21,9,25,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,28,20,73,10,5,51,4,0.43 ,0.16 ,81,4,1,45,0.56 ,-,9,,,,,,,,,,,
2024/2025,A3_Group_Blu ,Regular_Season,2nd,3,-,1271,4/1/2025,18:00,-,-,C,Vidya Viridex Sabaudia,Sabaudia Plus,0,3,5,8,15,16,20,21,23,25,4,8,12,16,19,21,21,25,4,8,7,16,10,21,17,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45,18,-5,63,8,3,67,5,0.58 ,0.30 ,90,4,10,35,0.39 ,-,7,,,,,,,,,,,
2024/2025,SuperLega,Play_Off,Quarter,1,-,1400,8/3/2025,20:30,2.800 ,€ 19.736 ,O,Cisterna Volley,Cisterna,0,3,8,7,14,16,20,21,23,25,6,8,12,16,17,21,19,25,5,8,7,16,9,21,14,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,15,-7,58,7,3,63,5,0.37 ,0.14 ,96,9,9,37,0.39 ,-,1,,,,,,,,,,,
