Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,Set Won,Set Lost,Set1_Point_Won_Part1,Set1_Point_Won_Part2,Set1_Point_Won_Part3,Set1_Point_Won,Set1_Point_Lost_Part1,Set1_Point_Lost_Part2,Set1_Point_Lost_Part3,Set1_Point_Lost,Set2_Point_Won_Part1,Set2_Point_Won_Part2,Set2_Point_Won_Part3,Set2_Point_Won,Set2_Point_Lost_Part1,Set2_Point_Lost_Part2,Set2_Point_Lost_Part3,Set2_Point_Lost,Set3_Point_Won_Part1,Set3_Point_Won_Part2,Set3_Point_Won_Part3,Set3_Point_Won,Set3_Point_Lost_Part1,Set3_Point_Lost_Part2,Set3_Point_Lost_Part3,Set3_Point_Lost,Set4_Point_Won_Part1,Set4_Point_Won_Part2,Set4_Point_Won_Part3,Set4_Point_Won,Set4_Point_Lost_Part1,Set4_Point_Lost_Part2,Set4_Point_Lost_Part3,Set4_Point_Lost,Set5_Point_Won_Part1,Set5_Point_Won_Part2,Set5_Point_Won_Part3,Set5_Point_Won,Set5_Point_Lost_Part1,Set5_Point_Lost_Part2,Set5_Point_Lost_Part3,Set5_Point_Lost,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,3,-,516,22/10/2024,20:00,887 ,€ 4823 ,C,Consar Ravenna,Ravenna,3,0,8,7,16,12,21,16,25,19,8,0,16,8,21,13,25,18,8,5,16,13,21,18,25,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,24,5,74,19,5,41,2,0.63 ,0.24 ,82,7,4,34,0.41 ,-,8,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,3,-,516,22/10/2024,20:00,887 ,€ 4823 ,O,Emma Villas Siena,Siena,0,3,7,8,12,16,16,21,19,25,0,8,8,16,13,21,18,25,5,8,13,16,18,21,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,13,-27,59,18,1,55,5,0.47 ,0.18 ,89,9,8,27,0.30 ,-,4,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,3,-,517,20/10/2024,17:30,902 ,€ 961 ,C,Gruppo Consoli Sferc Brescia,Brescia Atlantide,3,1,8,4,16,10,21,15,25,21,6,8,15,16,17,21,20,25,7,8,16,13,21,19,28,26,7,8,16,15,21,18,25,21,-,-,-,-,-,-,-,-,81,28,22,96,19,9,86,5,0.50 ,0.28 ,124,4,8,65,0.52 ,-,7,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,3,-,517,20/10/2024,17:30,902 ,€ 961 ,O,Conad Reggio Emilia,Reggio Emilia,1,3,4,8,10,16,15,21,21,25,8,6,16,15,21,17,25,20,8,7,13,16,19,21,26,28,8,7,15,16,18,21,21,25,-,-,-,-,-,-,-,-,68,24,8,94,8,5,77,10,0.36 ,0.13 ,114,7,7,55,0.48 ,-,8,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,3,-,518,20/10/2024,17:00,426 ,€ 1195 ,C,Campi Reali Cantù,Cantù,3,1,8,4,16,14,21,17,25,22,8,3,16,13,21,17,25,21,4,8,16,15,20,21,26,28,8,6,16,11,21,16,25,18,-,-,-,-,-,-,-,-,75,26,14,100,20,3,73,2,0.78 ,0.38 ,128,8,7,59,0.46 ,-,13,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,3,-,518,20/10/2024,17:00,426 ,€ 1195 ,O,Smartsystem Essence Hotels Fano,Fano,1,3,4,8,14,16,17,21,22,25,3,8,13,16,17,21,21,25,8,4,15,16,21,20,28,26,6,8,11,16,16,21,18,25,-,-,-,-,-,-,-,-,61,16,-8,90,17,1,80,5,0.54 ,0.20 ,116,7,13,53,0.46 ,-,7,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,3,-,519,20/10/2024,16:00,477 ,€ 1873 ,C,Evolution Green Aversa,Aversa,3,2,8,7,16,13,21,15,25,17,8,5,16,8,21,13,25,18,8,5,16,14,21,20,23,25,6,8,13,16,20,21,23,25,5,4,0,0,0,0,15,13,82,29,12,111,23,7,79,7,0.56 ,0.33 ,119,6,6,65,0.55 ,-,10,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,3,-,519,20/10/2024,16:00,477 ,€ 1873 ,O,Abba Pineto,Pineto,2,3,7,8,13,16,15,21,17,25,5,8,8,16,13,21,18,25,5,8,14,16,20,21,25,23,8,6,16,13,21,20,25,23,4,5,0,0,0,0,13,15,68,21,-4,98,19,4,88,8,0.44 ,0.23 ,116,10,10,58,0.50 ,-,6,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,3,-,520,20/10/2024,18:00,423 ,€ 451 ,C,Banca Macerata Fisiomed MC,Macerata,3,2,6,8,13,16,18,21,21,25,6,8,16,12,21,20,29,31,8,7,16,12,21,16,25,19,8,6,16,13,21,19,25,23,5,4,0,0,0,0,15,13,77,27,17,115,15,5,83,5,0.54 ,0.36 ,118,9,11,58,0.49 ,-,14,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,3,-,520,20/10/2024,18:00,423 ,€ 451 ,O,Cosedil Acicastello,Acicastello,2,3,8,6,16,13,21,18,25,21,8,6,12,16,20,21,31,29,7,8,12,16,16,21,19,25,6,8,13,16,19,21,23,25,4,5,0,0,0,0,13,15,85,24,7,111,28,5,100,6,0.44 ,0.25 ,129,9,14,69,0.53 ,-,11,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,3,-,521,20/10/2024,18:00,398 ,€ 1552 ,C,OmiFer Palmi,Palmi,0,3,8,5,14,16,16,21,20,25,2,8,7,16,14,21,19,25,5,8,11,16,17,21,19,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,15,-14,60,11,4,59,10,0.46 ,0.24 ,74,6,12,26,0.35 ,-,8,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,3,-,521,20/10/2024,18:00,398 ,€ 1552 ,O,Tinet Prata di Pordenone,Prata,3,0,5,8,16,14,21,16,25,20,8,2,16,7,21,14,25,19,8,5,16,11,21,17,25,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,26,10,73,14,10,49,4,0.47 ,0.27 ,73,4,8,34,0.47 ,-,12,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,4,-,522,27/10/2024,16:00,649 ,€ 1222 ,C,Cosedil Acicastello,Acicastello,3,0,8,7,16,15,21,20,29,27,8,7,16,12,21,18,25,21,8,5,16,13,21,17,25,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,18,8,78,14,4,50,2,0.50 ,0.28 ,70,9,5,37,0.53 ,-,10,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,4,-,522,27/10/2024,16:00,649 ,€ 1222 ,O,Campi Reali Cantù,Cantù,0,3,7,8,15,16,20,21,27,29,7,8,12,16,18,21,21,25,5,8,13,16,17,21,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,8,-19,70,20,1,64,5,0.58 ,0.28 ,87,8,10,38,0.44 ,-,5,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,4,-,523,27/10/2024,17:30,648 ,€ 2268 ,C,Emma Villas Siena,Siena,2,3,6,8,14,16,21,19,25,23,8,6,16,14,21,16,25,20,1,8,13,16,19,21,25,27,8,7,12,16,14,21,20,25,2,5,0,0,0,0,10,15,73,28,6,106,10,7,93,14,0.54 ,0.32 ,130,8,12,56,0.43 ,-,10,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,4,-,523,27/10/2024,17:30,648 ,€ 2268 ,O,Gruppo Consoli Sferc Brescia,Brescia Atlantide,3,2,8,6,16,14,19,21,23,25,6,8,14,16,16,21,20,25,8,1,16,13,21,19,27,25,7,8,16,12,21,14,25,20,5,2,0,0,0,0,15,10,88,33,23,109,16,12,96,9,0.52 ,0.24 ,148,12,10,64,0.43 ,-,12,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,4,-,524,27/10/2024,17:30,819 ,€ 4171 ,C,Tinet Prata di Pordenone,Prata,2,3,8,6,12,16,14,21,20,25,5,8,16,13,21,19,26,24,4,8,13,16,19,21,25,23,5,8,9,16,14,21,15,25,2,5,0,0,0,0,16,18,70,28,-14,102,21,10,93,9,0.45 ,0.20 ,111,13,17,52,0.47 ,-,8,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,4,-,524,27/10/2024,17:30,819 ,€ 4171 ,O,Consar Ravenna,Ravenna,3,2,6,8,16,12,21,14,25,20,8,5,13,16,19,21,24,26,8,4,16,13,21,19,23,25,8,5,16,9,21,14,25,15,5,2,0,0,0,0,18,16,77,37,5,115,22,7,81,10,0.35 ,0.16 ,99,9,8,53,0.54 ,-,17,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,4,-,525,27/10/2024,18:00,639 ,€ 2108 ,C,Delta Group Porto Viro,Porto Viro,3,0,7,8,16,12,21,15,25,18,8,6,16,15,21,18,25,19,8,3,16,12,21,20,25,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46,19,8,73,12,2,45,.,0.76 ,0.49 ,70,5,6,34,0.49 ,-,10,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,4,-,525,27/10/2024,18:00,639 ,€ 2108 ,O,Abba Pineto,Pineto,0,3,8,7,12,16,15,21,18,25,6,8,15,16,18,21,19,25,3,8,12,16,20,21,23,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,8,-13,62,17,.,61,2,0.62 ,0.30 ,82,10,10,35,0.43 ,-,6,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,4,-,526,27/10/2024,16:00,536 ,€ 1594 ,C,Conad Reggio Emilia,Reggio Emilia,3,2,8,6,16,15,21,18,25,22,8,7,16,14,20,21,33,35,8,4,16,11,21,16,25,20,6,8,12,16,14,21,16,25,2,5,0,0,0,0,18,16,81,25,5,117,24,12,99,8,0.57 ,0.19 ,128,8,9,61,0.48 ,-,8,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,4,-,526,27/10/2024,16:00,536 ,€ 1594 ,O,Evolution Green Aversa,Aversa,2,3,6,8,15,16,18,21,22,25,7,8,14,16,21,20,35,33,4,8,11,16,16,21,20,25,8,6,16,12,21,14,25,16,5,2,0,0,0,0,16,18,82,32,9,118,19,7,93,12,0.52 ,0.20 ,134,16,8,66,0.49 ,-,9,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,4,-,527,27/10/2024,19:00,584 ,€ 3841 ,C,Smartsystem Essence Hotels Fano,Fano,3,2,8,4,16,8,21,12,25,18,2,8,10,16,12,21,13,25,5,8,14,16,17,21,20,25,8,5,16,14,19,21,32,30,5,4,0,0,0,0,18,16,69,26,-22,108,32,2,90,9,0.46 ,0.26 ,143,14,12,56,0.39 ,-,11,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,4,-,527,27/10/2024,19:00,584 ,€ 3841 ,O,MA Acqua S.Bernardo Cuneo,Cuneo,2,3,4,8,8,16,12,21,18,25,8,2,16,10,21,12,25,13,8,5,16,14,21,17,25,20,5,8,14,16,21,19,30,32,4,5,0,0,0,0,16,18,67,32,-6,114,24,8,76,2,0.63 ,0.33 ,119,11,11,47,0.39 ,-,12,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,4,-,528,27/10/2024,16:00,311 ,€ 883 ,C,OmiFer Palmi,Palmi,3,2,5,8,16,14,21,17,25,23,6,8,16,15,21,19,27,29,8,6,12,16,17,21,21,25,8,7,16,14,21,19,25,21,5,4,0,0,0,0,15,8,74,27,-2,112,26,12,83,5,0.57 ,0.40 ,112,10,12,50,0.45 ,-,12,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,4,-,528,27/10/2024,16:00,311 ,€ 883 ,O,Banca Macerata Fisiomed MC,Macerata,2,3,8,5,14,16,17,21,23,25,8,6,15,16,19,21,29,27,6,8,16,12,21,17,25,21,7,8,14,16,19,21,21,25,4,5,0,0,0,0,8,15,68,21,-16,107,23,5,86,16,0.44 ,0.22 ,108,13,12,51,0.47 ,-,12,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,5,-,529,31/10/2024,20:00,1160 ,€ 2285 ,C,MA Acqua S.Bernardo Cuneo,Cuneo,2,3,8,7,15,16,21,19,25,20,6,8,14,16,17,21,21,25,7,8,13,16,19,21,22,25,4,8,16,15,21,17,32,30,4,5,0,0,0,0,10,15,79,26,-3,111,16,3,97,5,0.68 ,0.36 ,154,13,20,64,0.42 ,-,12,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,5,-,529,31/10/2024,20:00,1160 ,€ 2285 ,O,Conad Reggio Emilia,Reggio Emilia,3,2,7,8,16,15,19,21,20,25,8,6,16,14,21,17,25,21,8,7,16,13,21,19,25,22,8,4,15,16,17,21,30,32,5,4,0,0,0,0,15,10,84,30,22,114,17,5,95,3,0.52 ,0.23 ,142,11,12,59,0.42 ,-,20,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,5,-,530,31/10/2024,20:00,997 ,€ 5774 ,C,Consar Ravenna,Ravenna,2,3,7,8,13,16,14,21,20,25,8,3,16,12,21,20,29,27,8,7,16,14,21,19,26,24,7,8,13,16,16,21,22,25,3,5,0,0,0,0,12,15,83,24,5,110,28,7,103,10,0.50 ,0.16 ,138,11,8,71,0.51 ,-,5,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,5,-,530,31/10/2024,20:00,997 ,€ 5774 ,O,Delta Group Porto Viro,Porto Viro,3,2,8,7,16,13,21,14,25,20,3,8,12,16,20,21,27,29,7,8,14,16,19,21,24,26,8,7,16,13,21,16,25,22,5,3,0,0,0,0,15,12,75,29,8,115,12,10,81,7,0.48 ,0.20 ,116,13,5,57,0.49 ,-,8,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,5,-,531,31/10/2024,20:00,786 ,€ 606 ,C,Gruppo Consoli Sferc Brescia,Brescia Atlantide,3,2,3,8,14,16,18,21,21,25,8,4,16,10,21,13,25,19,8,4,16,10,21,19,26,24,7,8,12,16,19,21,22,25,5,3,0,0,0,0,15,13,79,30,12,109,17,9,86,11,0.47 ,0.28 ,112,11,6,62,0.55 ,-,8,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,5,-,531,31/10/2024,20:00,786 ,€ 606 ,O,Tinet Prata di Pordenone,Prata,2,3,8,3,16,14,21,18,25,21,4,8,10,16,13,21,19,25,4,8,10,16,19,21,24,26,8,7,16,12,21,19,25,22,3,5,0,0,0,0,13,15,77,26,11,106,20,10,92,9,0.39 ,0.17 ,125,9,8,61,0.49 ,-,6,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,5,-,532,31/10/2024,19:00,318 ,€ 700 ,C,Campi Reali Cantù,Cantù,3,1,8,6,15,16,18,21,23,25,6,8,16,15,21,17,25,19,8,5,16,12,21,15,25,17,8,5,16,10,21,11,25,15,-,-,-,-,-,-,-,-,72,33,21,97,9,3,67,4,0.48 ,0.13 ,111,8,5,57,0.51 ,-,12,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,5,-,532,31/10/2024,19:00,318 ,€ 700 ,O,OmiFer Palmi,Palmi,1,3,6,8,16,15,21,18,25,23,8,6,15,16,17,21,19,25,5,8,12,16,15,21,17,25,5,8,10,16,11,21,15,25,-,-,-,-,-,-,-,-,58,18,-11,77,10,3,88,5,0.59 ,0.16 ,125,14,12,50,0.40 ,-,5,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,5,-,533,30/10/2024,20:30,612 ,€ 1855 ,C,Evolution Green Aversa,Aversa,3,2,8,5,13,16,15,21,20,25,7,8,15,16,21,18,25,20,6,8,16,12,21,15,25,20,3,8,12,16,14,21,21,25,3,5,0,0,0,0,19,17,80,28,7,110,18,4,87,6,0.53 ,0.40 ,144,10,19,69,0.48 ,-,7,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,5,-,533,30/10/2024,20:30,612 ,€ 1855 ,O,Cosedil Acicastello,Acicastello,2,3,5,8,16,13,21,15,25,20,8,7,16,15,18,21,20,25,8,6,12,16,15,21,20,25,8,3,16,12,21,14,25,21,5,3,0,0,0,0,17,19,78,25,-3,107,20,6,92,6,0.37 ,0.21 ,125,10,7,53,0.42 ,-,19,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,5,-,534,30/10/2024,20:30,745 ,€ 1566 ,C,Abba Pineto,Pineto,3,0,5,8,12,16,18,21,38,36,8,4,15,16,21,19,25,22,8,5,16,9,21,13,25,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,19,12,86,17,4,61,3,0.49 ,0.16 ,111,9,6,49,0.44 ,-,6,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,5,-,534,30/10/2024,20:30,745 ,€ 1566 ,O,Smartsystem Essence Hotels Fano,Fano,0,3,8,5,16,12,21,18,36,38,4,8,16,15,19,21,22,25,5,8,9,16,13,21,19,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,15,-11,79,18,2,69,4,0.52 ,0.20 ,104,11,6,41,0.39 ,-,6,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,5,-,535,31/10/2024,20:30,381 ,€ 398 ,C,Banca Macerata Fisiomed MC,Macerata,3,0,8,7,16,11,21,17,25,21,7,8,16,15,20,21,29,27,7,8,14,16,21,20,29,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66,21,17,82,16,4,67,3,0.45 ,0.28 ,96,6,4,51,0.53 ,-,11,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,5,-,535,31/10/2024,20:30,381 ,€ 398 ,O,Emma Villas Siena,Siena,0,3,7,8,11,16,17,21,21,25,8,7,15,16,21,20,27,29,8,7,16,14,20,21,27,29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,15,4,76,9,3,66,4,0.56 ,0.38 ,104,6,11,46,0.44 ,-,4,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,6,-,536,3/11/2024,19:00,611 ,€ 1077 ,C,Cosedil Acicastello,Acicastello,3,0,8,3,16,9,21,15,25,20,7,8,13,16,20,21,29,27,8,5,16,11,21,14,25,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,19,10,77,5,1,58,3,0.53 ,0.21 ,94,6,8,44,0.47 ,-,11,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,6,-,536,3/11/2024,19:00,611 ,€ 1077 ,O,Abba Pineto,Pineto,0,3,3,8,9,16,15,21,20,25,8,7,16,13,21,20,27,29,5,8,11,16,14,21,19,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55,14,2,68,10,1,72,1,0.54 ,0.32 ,107,12,11,46,0.43 ,-,8,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,6,-,537,3/11/2024,17:30,605 ,€ 2241 ,C,Emma Villas Siena,Siena,2,3,8,5,16,12,21,18,25,22,2,8,11,16,15,21,19,25,8,4,14,16,21,19,28,26,7,8,13,16,18,21,22,25,3,5,0,0,0,0,15,17,75,27,7,108,23,6,97,4,0.65 ,0.45 ,145,10,12,59,0.41 ,-,10,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,6,-,537,3/11/2024,17:30,605 ,€ 2241 ,O,MA Acqua S.Bernardo Cuneo,Cuneo,3,2,5,8,12,16,18,21,22,25,8,2,16,11,21,15,25,19,4,8,16,14,19,21,26,28,8,7,16,13,21,18,25,22,5,3,0,0,0,0,17,15,77,33,12,113,16,3,85,6,0.74 ,0.46 ,153,13,10,62,0.41 ,-,12,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,6,-,538,3/11/2024,17:30,671 ,€ 3006 ,C,Tinet Prata di Pordenone,Prata,3,0,8,5,16,13,21,18,25,21,8,6,16,7,21,12,25,19,8,6,16,15,21,19,27,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,25,14,76,9,5,53,4,0.42 ,0.17 ,89,7,6,37,0.42 ,-,11,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,6,-,538,3/11/2024,17:30,671 ,€ 3006 ,O,Campi Reali Cantù,Cantù,0,3,5,8,13,16,18,21,21,25,6,8,7,16,12,21,19,25,6,8,15,16,19,21,25,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45,17,-2,66,13,3,67,5,0.40 ,0.24 ,100,8,11,36,0.36 ,-,6,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,6,-,539,3/11/2024,18:00,679 ,€ 2692 ,C,Delta Group Porto Viro,Porto Viro,0,3,8,5,16,11,20,21,21,25,8,5,14,16,21,19,23,25,5,8,14,16,17,21,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37,11,-12,66,14,4,55,9,0.51 ,0.29 ,65,4,3,30,0.46 ,-,3,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,6,-,539,3/11/2024,18:00,679 ,€ 2692 ,O,Evolution Green Aversa,Aversa,3,0,5,8,11,16,21,20,25,21,5,8,16,14,19,21,25,23,8,5,16,14,21,17,25,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,20,5,74,19,8,52,4,0.65 ,0.33 ,75,7,3,43,0.57 ,-,3,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,6,-,540,3/11/2024,18:00,539 ,€ 1434 ,C,Conad Reggio Emilia,Reggio Emilia,3,0,8,5,16,13,21,19,26,24,6,8,15,16,21,18,25,23,6,8,16,12,21,18,25,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,23,18,74,11,5,54,3,0.52 ,0.19 ,73,1,8,40,0.55 ,-,9,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,6,-,540,3/11/2024,18:00,539 ,€ 1434 ,O,Banca Macerata Fisiomed MC,Macerata,0,3,5,8,13,16,19,21,24,26,8,6,16,15,18,21,23,25,8,6,12,16,18,21,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,18,1,70,16,3,63,5,0.56 ,0.25 ,83,4,9,40,0.48 ,-,8,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,6,-,541,3/11/2024,18:00,652 ,€ 4493 ,C,Smartsystem Essence Hotels Fano,Fano,1,3,5,8,12,16,17,21,20,25,6,8,11,16,14,21,20,25,7,8,16,14,21,17,25,21,7,8,14,16,21,20,25,27,-,-,-,-,-,-,-,-,67,21,7,91,20,6,80,7,0.44 ,0.24 ,107,6,6,53,0.50 ,-,8,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,6,-,541,3/11/2024,18:00,652 ,€ 4493 ,O,Gruppo Consoli Sferc Brescia,Brescia Atlantide,3,1,8,5,16,12,21,17,25,20,8,6,16,11,21,14,25,20,8,7,14,16,17,21,21,25,8,7,16,14,20,21,27,25,-,-,-,-,-,-,-,-,68,25,11,97,17,7,71,6,0.42 ,0.27 ,109,6,8,55,0.50 ,-,6,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,6,-,542,3/11/2024,16:00,324 ,€ 993 ,C,OmiFer Palmi,Palmi,1,3,8,7,16,11,21,16,25,22,7,8,14,16,16,21,19,25,6,8,15,16,16,21,19,25,7,8,12,16,13,21,20,25,-,-,-,-,-,-,-,-,63,20,-10,84,18,4,81,8,0.62 ,0.37 ,114,11,11,49,0.43 ,-,10,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,6,-,542,3/11/2024,16:00,324 ,€ 993 ,O,Consar Ravenna,Ravenna,3,1,7,8,11,16,16,21,22,25,8,7,16,14,21,16,25,19,8,6,16,15,21,16,25,19,8,7,16,12,21,13,25,20,-,-,-,-,-,-,-,-,67,24,12,96,15,8,66,5,0.58 ,0.32 ,99,4,10,48,0.48 ,-,11,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,7,-,543,8/11/2024,20:00,1239 ,€ 1949 ,C,MA Acqua S.Bernardo Cuneo,Cuneo,3,2,8,5,16,13,21,16,25,20,8,6,16,14,21,18,25,19,1,8,9,16,13,21,15,25,6,8,13,16,17,21,18,25,5,3,0,0,0,0,15,13,71,21,2,97,18,3,82,3,0.67 ,0.38 ,135,16,8,64,0.47 ,-,4,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,7,-,543,8/11/2024,20:00,1239 ,€ 1949 ,O,Cosedil Acicastello,Acicastello,2,3,5,8,13,16,16,21,20,25,6,8,14,16,18,21,19,25,8,1,16,9,21,13,25,15,8,6,16,13,21,17,25,18,3,5,0,0,0,0,13,15,68,18,.,103,21,2,79,3,0.47 ,0.16 ,124,6,4,58,0.47 ,-,8,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,7,-,544,10/11/2024,17:30,649 ,€ 2336 ,C,Emma Villas Siena,Siena,3,1,6,8,11,16,15,21,22,25,8,1,16,12,21,16,25,17,8,5,16,12,21,17,25,20,6,8,16,15,21,20,25,22,-,-,-,-,-,-,-,-,66,26,14,96,12,6,70,3,0.59 ,0.36 ,112,8,8,51,0.46 ,-,9,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,7,-,544,10/11/2024,17:30,649 ,€ 2336 ,O,Delta Group Porto Viro,Porto Viro,1,3,8,6,16,11,21,15,25,22,1,8,12,16,16,21,17,25,5,8,12,16,17,21,20,25,8,6,15,16,20,21,22,25,-,-,-,-,-,-,-,-,62,23,4,85,15,3,84,7,0.48 ,0.26 ,131,15,9,51,0.39 ,-,8,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,7,-,545,12/11/2024,20:00,880 ,€ 498 ,C,Gruppo Consoli Sferc Brescia,Brescia Atlantide,3,0,8,2,16,9,21,13,25,20,8,5,16,7,21,9,25,11,7,8,16,13,21,15,25,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,27,20,74,9,6,36,3,0.47 ,0.22 ,66,4,4,35,0.53 ,-,8,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,7,-,545,12/11/2024,20:00,880 ,€ 498 ,O,OmiFer Palmi,Palmi,0,3,2,8,9,16,13,21,20,25,5,8,7,16,9,21,11,25,8,7,13,16,15,21,19,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37,9,-14,51,15,1,65,6,0.46 ,0.26 ,80,10,8,32,0.40 ,-,4,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,7,-,546,10/11/2024,18:00,762 ,€ 3084 ,C,Evolution Green Aversa,Aversa,2,3,8,6,16,14,21,17,25,19,8,5,16,12,21,14,25,19,6,8,9,16,15,21,18,25,7,8,13,16,15,21,22,25,5,3,0,0,0,0,11,15,73,28,-6,101,20,14,83,7,0.65 ,0.47 ,116,12,13,53,0.46 ,-,6,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,7,-,546,10/11/2024,18:00,762 ,€ 3084 ,O,Consar Ravenna,Ravenna,3,2,6,8,14,16,17,21,19,25,5,8,12,16,14,21,19,25,8,6,16,9,21,15,25,18,8,7,16,13,21,15,25,22,3,5,0,0,0,0,15,11,70,26,-2,103,20,7,81,16,0.33 ,0.26 ,90,5,6,50,0.56 ,-,13,,,,,,,,,,,
2024/2025,A2,Regular_Season,1st,7,-,547,10/11/2024,18:00,589 ,€ 1929 ,C,Conad Reggio Emilia,Reggio Emilia,1,3,6,8,9,16,11,21,17,25,8,6,16,13,21,19,25,21,4,8,12,16,15,21,21,25,6,8,13,16,19,21,27,29,-,-,-,-,-,-,-,-,60,19,-3,91,18,2,82,7,0.65 ,0.30 ,109,8,15,47,0.43 ,-,11,,,,,,,,,,,
