Season,Division,Championship,Phase,Day,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,Set Won,Set Lost,Set1_Point_Won_Part1,Set1_Point_Won_Part2,Set1_Point_Won_Part3,Set1_Point_Won,Set1_Point_Lost_Part1,Set1_Point_Lost_Part2,Set1_Point_Lost_Part3,Set1_Point_Lost,Set2_Point_Won_Part1,Set2_Point_Won_Part2,Set2_Point_Won_Part3,Set2_Point_Won,Set2_Point_Lost_Part1,Set2_Point_Lost_Part2,Set2_Point_Lost_Part3,Set2_Point_Lost,Set3_Point_Won_Part1,Set3_Point_Won_Part2,Set3_Point_Won_Part3,Set3_Point_Won,Set3_Point_Lost_Part1,Set3_Point_Lost_Part2,Set3_Point_Lost_Part3,Set3_Point_Lost,Set4_Point_Won_Part1,Set4_Point_Won_Part2,Set4_Point_Won_Part3,Set4_Point_Won,Set4_Point_Lost_Part1,Set4_Point_Lost_Part2,Set4_Point_Lost_Part3,Set4_Point_Lost,Set5_Point_Won_Part1,Set5_Point_Won_Part2,Set5_Point_Won_Part3,Set5_Point_Won,Set5_Point_Lost_Part1,Set5_Point_Lost_Part2,Set5_Point_Lost_Part3,Set5_Point_Lost,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,9,1242,21/12/2025 ,18:00 ,317 ,€ 1.064 ,O,Domotek Reggio Calabria ,Reggio Calabria,3,2,5,8,16,13,21,19,25,21,6,8,9,16,16,21,19,25,6,8,8,16,10,21,13,25,7,8,16,14,21,20,30,28,5,1,0,0,0,0,15,8,66,25,6,101,10,3,90,8,0.46,0.21,126,16,8,53,0.42,-,10,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,9,1243,21/12/2025 ,16:00 ,246 ,€ 190 ,C,Gaia Energy Napoli ,Napoli,1,3,7,8,15,16,18,21,20,25,5,8,12,16,16,21,21,25,7,8,14,16,19,21,27,25,8,4,16,14,20,21,22,25,-,-,-,-,-,-,-,-,59,12,1,91,13,-,82,6,0.57,0.39,117,4,13,53,0.45,-,6,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,9,1243,21/12/2025 ,16:00 ,246 ,€ 190 ,O,Avimecc Modica ,Modica,3,1,8,7,16,15,21,18,25,20,8,5,16,12,21,16,25,21,8,7,16,14,21,19,25,27,4,8,14,16,21,20,25,22,-,-,-,-,-,-,-,-,82,27,24,99,17,6,78,-,0.62,0.36,126,12,6,63,0.5,-,13,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,9,1244,20/12/2025 ,18:00 ,242 ,€ 305 ,C,EnergyTime Campobasso ,Campobasso,3,1,8,7,16,11,21,20,23,25,8,2,16,8,21,10,25,14,8,3,16,7,21,10,25,17,8,3,16,10,21,17,25,21,-,-,-,-,-,-,-,-,78,35,33,97,15,5,67,3,0.58,0.24,105,8,9,62,0.59,-,11,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,9,1244,20/12/2025 ,18:00 ,242 ,€ 305 ,O,Viridex Sabaudia ,Sabaudia,1,3,7,8,11,16,20,21,25,23,2,8,8,16,10,21,14,25,3,8,7,16,10,21,17,25,3,8,10,16,17,21,21,25,-,-,-,-,-,-,-,-,54,15,-18,78,11,2,82,9,0.45,0.1,99,9,11,43,0.43,-,9,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,9,1245,21/12/2025 ,20:30 ,656 ,€ 2.897 ,C,Terni Volley Academy ,Terni Volley Academy,3,2,8,6,16,12,21,15,26,28,6,8,16,15,21,17,25,19,8,4,16,11,21,17,25,19,3,8,4,16,9,21,14,25,2,5,0,0,0,0,15,10,68,28,8,103,8,3,88,2,0.52,0.24,143,11,13,49,0.34,-,16,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,9,1245,21/12/2025 ,20:30 ,656 ,€ 2.897 ,O,Green Volley Galatone ,Galatone,2,3,6,8,12,16,15,21,28,26,8,6,15,16,17,21,19,25,4,8,11,16,17,21,19,25,8,3,16,4,21,9,25,14,5,2,0,0,0,0,10,15,82,30,13,102,14,2,95,4,0.47,0.22,156,19,16,67,0.43,-,13,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,1,1246,5/1/2026 ,18:00 ,245 ,€ 293 ,C,Gaia Energy Napoli ,Napoli,0,3,6,8,14,16,18,21,20,25,7,8,12,16,16,21,16,25,8,7,15,16,20,21,23,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,9,-4,60,9,2,61,3,0.54,0.28,85,7,10,32,0.38,-,7,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,1,1246,5/1/2026 ,18:00 ,245 ,€ 293 ,O,JV Gioia Del Colle ,Gioia Del Colle ,3,0,8,6,16,14,21,18,25,20,8,7,16,12,21,16,25,16,7,8,16,15,21,20,25,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58,22,27,74,13,3,51,2,0.55,0.35,81,4,7,45,0.56,-,10,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,1,1247,4/1/2026 ,18:00 ,729 ,€ 4.019 ,C,Terni Volley Academy ,Terni Volley Academy,1,3,5,8,9,16,12,21,14,25,8,6,13,16,15,21,21,25,8,6,16,11,21,17,25,19,5,8,11,16,14,21,18,25,-,-,-,-,-,-,-,-,57,17,-1,79,8,4,79,6,0.44,0.14,125,14,10,46,0.37,-,7,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,1,1247,4/1/2026 ,18:00 ,729 ,€ 4.019 ,O,Viridex Sabaudia ,Sabaudia,3,1,8,5,16,9,21,12,25,14,6,8,16,13,21,15,25,21,6,8,11,16,17,21,19,25,8,5,16,11,21,14,25,18,-,-,-,-,-,-,-,-,72,28,20,93,14,5,71,4,0.46,0.14,129,7,7,57,0.44,-,10,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,1,1248,4/1/2026 ,18:00 ,323 ,€ 1.105 ,C,Aurispa DFV Lecce ,Alessano Lecce,0,3,7,8,15,16,18,21,25,27,8,7,11,16,16,21,23,25,8,7,12,16,15,21,19,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,18,9,68,16,1,64,6,0.66,0.28,92,7,5,46,0.5,-,6,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,1,1248,4/1/2026 ,18:00 ,323 ,€ 1.105 ,O,BCC Tecbus Castellana Grotte ,Castellana Grotte New Mater,3,0,8,7,16,15,21,18,27,25,7,8,16,11,21,16,25,23,7,8,16,12,21,15,25,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,21,10,76,12,6,52,1,0.67,0.35,85,2,6,40,0.47,-,5,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,1,1249,4/1/2026 ,16:00 ,273 ,€ 520 ,C,Avimecc Modica ,Modica,3,1,6,8,14,16,19,21,26,24,8,7,16,15,21,19,25,19,8,6,16,14,21,17,29,31,8,6,16,11,21,16,25,19,-,-,-,-,-,-,-,-,76,25,23,104,12,4,74,3,0.64,0.3,117,5,13,62,0.53,-,10,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,1,1249,4/1/2026 ,16:00 ,273 ,€ 520 ,O,EnergyTime Campobasso ,Campobasso,1,3,8,6,16,14,21,19,24,26,7,8,15,16,19,21,19,25,6,8,14,16,17,21,31,29,6,8,11,16,16,21,19,25,-,-,-,-,-,-,-,-,70,17,7,94,17,3,89,5,0.55,0.22,122,9,10,54,0.44,-,13,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,1,1250,4/1/2026 ,18:00 ,1.057 ,€ 3.124 ,C,Domotek Reggio Calabria ,Reggio Calabria,3,0,7,8,16,14,21,19,25,22,8,6,16,14,21,17,25,22,8,7,16,15,21,18,25,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43,16,5,73,9,2,48,4,0.5,0.29,73,3,8,30,0.41,-,11,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,1,1250,4/1/2026 ,18:00 ,1.057 ,€ 3.124 ,O,Green Volley Galatone ,Galatone,0,3,8,7,14,16,19,21,22,25,6,8,14,16,17,21,22,25,7,8,15,16,18,21,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,13,-1,67,19,4,64,2,0.59,0.38,87,13,11,40,0.46,-,8,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,2,1251,17/1/2026 ,20:00 ,418 ,€ 354 ,C,BCC Tecbus Castellana Grotte ,Castellana Grotte New Mater,0,3,6,8,11,16,15,21,19,25,7,8,13,16,19,21,24,26,5,8,9,16,12,21,18,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,12,-4,63,13,3,64,5,0.75,0.48,97,6,11,38,0.39,-,6,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,2,1251,17/1/2026 ,20:00 ,418 ,€ 354 ,O,Domotek Reggio Calabria ,Reggio Calabria,3,0,8,6,16,11,21,15,25,19,8,7,16,13,21,19,26,24,8,5,16,9,21,12,25,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,24,21,74,10,4,50,4,0.64,0.28,82,3,6,41,0.5,-,11,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,2,1252,18/1/2026 ,18:00 ,-,-,C,Green Volley Galatone ,Galatone,2,3,4,8,9,16,15,21,17,25,8,5,16,14,21,18,25,20,7,8,16,15,21,18,25,21,8,7,16,13,19,21,21,25,2,5,0,0,0,0,13,15,76,25,2,102,19,3,89,4,0.52,0.33,144,14,14,66,0.46,-,7,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,2,1252,18/1/2026 ,18:00 ,-,-,O,Avimecc Modica ,Modica,3,2,8,4,16,9,21,15,25,17,5,8,14,16,18,21,20,25,8,7,15,16,18,21,21,25,7,8,13,16,21,19,25,21,5,2,0,0,0,0,15,13,70,25,2,105,16,2,83,6,0.58,0.39,132,7,7,54,0.41,-,14,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,2,1253,18/1/2026 ,18:00 ,1.143 ,€ 4.259 ,C,JV Gioia Del Colle ,Gioia Del Colle ,3,1,5,8,9,16,13,21,15,25,8,6,16,12,21,14,25,18,7,8,16,13,21,20,25,20,2,8,16,12,21,18,25,22,-,-,-,-,-,-,-,-,64,25,8,89,19,4,70,4,0.51,0.39,127,9,11,48,0.38,-,12,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,2,1253,18/1/2026 ,18:00 ,1.143 ,€ 4.259 ,O,Aurispa DFV Lecce ,Alessano Lecce,1,3,8,5,16,9,21,13,25,15,6,8,12,16,14,21,18,25,8,7,13,16,20,21,20,25,8,2,12,16,18,21,22,25,-,-,-,-,-,-,-,-,56,22,-8,85,15,3,70,5,0.51,0.33,113,10,12,42,0.37,-,11,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,2,1254,18/1/2026 ,19:00 ,271 ,€ 212 ,C,Viridex Sabaudia ,Sabaudia,3,1,5,8,10,16,18,21,20,25,8,1,16,6,21,10,25,14,8,7,15,16,21,19,25,23,8,5,16,9,21,16,25,20,-,-,-,-,-,-,-,-,63,26,10,94,15,5,68,4,0.75,0.32,114,12,5,51,0.45,-,7,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,2,1254,18/1/2026 ,19:00 ,271 ,€ 212 ,O,Gaia Energy Napoli ,Napoli,1,3,8,5,16,10,21,18,25,20,1,8,6,16,10,21,14,25,7,8,16,15,19,21,23,25,5,8,9,16,16,21,20,25,-,-,-,-,-,-,-,-,55,20,-11,83,15,4,79,6,0.52,0.19,118,14,7,46,0.39,-,5,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,2,1255,17/1/2026 ,18:00 ,249 ,€ 444 ,C,EnergyTime Campobasso ,Campobasso,3,1,6,8,16,15,21,18,25,21,6,8,12,16,21,20,23,25,8,7,16,14,21,19,26,24,8,4,16,7,21,9,25,12,-,-,-,-,-,-,-,-,76,28,22,97,14,10,70,3,0.64,0.26,113,10,6,56,0.5,-,10,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,2,1255,17/1/2026 ,18:00 ,249 ,€ 444 ,O,Terni Volley Academy ,Terni Volley Academy,1,3,8,6,15,16,18,21,21,25,8,6,16,12,20,21,25,23,7,8,14,16,19,21,24,26,4,8,7,16,9,21,12,25,-,-,-,-,-,-,-,-,54,11,-8,82,12,2,83,10,0.57,0.18,103,8,10,46,0.45,-,6,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,3,1256,25/1/2026 ,19:00 ,1.021 ,€ 2.918 ,C,Domotek Reggio Calabria ,Reggio Calabria,3,0,8,4,16,13,21,18,25,20,8,5,16,10,21,16,25,19,8,6,16,13,21,17,25,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,21,12,74,11,3,47,1,0.7,0.43,77,7,5,41,0.53,-,9,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,3,1256,25/1/2026 ,19:00 ,1.021 ,€ 2.918 ,O,Avimecc Modica ,Modica,0,3,4,8,13,16,18,21,20,25,5,8,10,16,16,21,19,25,6,8,13,16,17,21,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,8,-3,61,14,1,63,3,0.59,0.29,81,8,9,35,0.43,-,5,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,3,1257,25/1/2026 ,18:00 ,432 ,€ 502 ,C,BCC Tecbus Castellana Grotte ,Castellana Grotte New Mater,3,0,8,6,16,12,21,16,25,19,8,7,14,16,20,21,25,23,8,6,16,13,21,18,25,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,27,20,73,9,5,49,3,0.57,0.29,89,5,6,47,0.53,-,8,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,3,1257,25/1/2026 ,18:00 ,432 ,€ 502 ,O,Viridex Sabaudia ,Sabaudia,0,3,6,8,12,16,16,21,19,25,7,8,16,14,21,20,23,25,6,8,13,16,18,21,18,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46,11,-3,62,13,2,64,7,0.55,0.27,81,2,8,38,0.47,-,6,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,3,1258,24/1/2026 ,18:00 ,987 ,€ 3.499 ,C,JV Gioia Del Colle ,Gioia Del Colle ,3,0,8,5,16,12,21,19,25,23,8,3,16,10,21,14,25,19,8,5,16,10,21,14,25,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,24,16,74,10,4,46,4,0.57,0.39,75,6,5,36,0.48,-,13,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,3,1258,24/1/2026 ,18:00 ,987 ,€ 3.499 ,O,EnergyTime Campobasso ,Campobasso,0,3,5,8,12,16,19,21,23,25,3,8,10,16,14,21,19,25,5,8,10,16,14,21,16,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42,12,-10,59,13,3,64,4,0.48,0.31,83,6,13,34,0.41,-,5,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,3,1259,25/1/2026 ,16:00 ,371 ,€ 1.424 ,C,Aurispa DFV Lecce ,Alessano Lecce,3,0,8,5,16,14,21,17,25,19,8,3,16,8,21,15,25,20,8,7,15,16,21,20,25,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61,28,19,73,11,6,56,1,0.61,0.3,91,8,7,41,0.45,-,14,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,3,1259,25/1/2026 ,16:00 ,371 ,€ 1.424 ,O,Green Volley Galatone ,Galatone,0,3,5,8,14,16,17,21,19,25,3,8,8,16,15,21,20,25,7,8,16,15,20,21,23,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,14,-9,64,8,1,62,6,0.56,0.21,86,6,14,33,0.38,-,7,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,3,1260,24/1/2026 ,18:00 ,348 ,€ 930 ,C,Gaia Energy Napoli ,Napoli,2,3,8,7,16,13,21,17,25,17,5,8,10,16,13,21,17,25,7,8,15,16,21,18,25,21,8,5,16,15,21,19,24,26,2,5,0,0,0,0,11,15,75,27,17,102,18,4,90,7,0.43,0.19,136,12,11,56,0.41,-,15,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,3,1260,24/1/2026 ,18:00 ,348 ,€ 930 ,O,Terni Volley Academy ,Terni Volley Academy,3,2,7,8,13,16,17,21,17,25,8,5,16,10,21,13,25,17,8,7,16,15,18,21,21,25,5,8,15,16,19,21,26,24,5,2,0,0,0,0,15,11,72,30,10,102,12,7,84,4,0.56,0.37,140,12,15,54,0.39,-,11,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,4,1261,31/1/2026 ,18:00 ,253 ,€ 454 ,C,EnergyTime Campobasso ,Campobasso,1,3,7,8,13,16,19,21,23,25,5,8,10,16,15,21,20,25,7,8,14,16,17,21,28,26,4,8,11,16,16,21,19,25,-,-,-,-,-,-,-,-,66,21,4,91,13,7,85,5,0.6,0.27,129,10,9,53,0.41,-,6,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,4,1261,31/1/2026 ,18:00 ,253 ,€ 454 ,O,Domotek Reggio Calabria ,Reggio Calabria,3,1,8,7,16,13,21,19,25,23,8,5,16,10,21,15,25,20,8,7,16,14,21,17,26,28,8,4,16,11,21,16,25,19,-,-,-,-,-,-,-,-,77,29,20,100,15,4,78,7,0.55,0.13,123,8,6,64,0.52,-,9,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,4,1262,31/1/2026 ,18:00 ,315 ,€ 502 ,C,Viridex Sabaudia ,Sabaudia,0,3,7,8,16,15,21,19,24,26,3,8,8,16,15,21,18,25,6,8,13,16,15,21,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45,15,-12,65,11,4,63,5,0.57,0.3,95,10,7,36,0.38,-,5,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,4,1262,31/1/2026 ,18:00 ,315 ,€ 502 ,O,JV Gioia Del Colle ,Gioia Del Colle ,3,0,8,7,15,16,19,21,26,24,8,3,16,8,21,15,25,18,8,6,16,13,21,15,25,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55,24,13,74,11,4,54,4,0.54,0.31,99,5,5,44,0.44,-,7,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,4,1263,1/2/2026 ,18:00 ,733 ,€ 3.836 ,C,Terni Volley Academy ,Terni Volley Academy,0,3,8,4,13,16,16,21,17,25,8,7,16,12,20,21,24,26,4,8,11,16,13,21,17,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,11,-14,60,9,4,63,3,0.44,0.3,100,7,15,29,0.29,-,2,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,4,1263,1/2/2026 ,18:00 ,733 ,€ 3.836 ,O,Aurispa DFV Lecce ,Alessano Lecce,3,0,4,8,16,13,21,16,25,17,7,8,12,16,21,20,26,24,8,4,16,11,21,13,25,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,31,15,74,11,3,51,5,0.33,0.2,91,11,2,42,0.46,-,15,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,4,1264,1/2/2026 ,17:00 ,280 ,€ 550 ,C,Avimecc Modica ,Modica,0,3,6,8,13,16,18,21,23,25,6,8,12,16,16,21,19,25,8,7,16,15,19,21,23,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,15,2,67,8,2,61,4,0.61,0.31,93,8,12,38,0.41,-,7,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,4,1264,1/2/2026 ,17:00 ,280 ,€ 550 ,O,BCC Tecbus Castellana Grotte ,Castellana Grotte New Mater,3,0,8,6,16,13,21,18,25,23,8,6,16,12,21,16,25,19,7,8,15,16,21,19,25,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,22,11,73,12,3,59,3,0.53,0.15,90,4,7,44,0.49,-,12,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,4,1265,1/2/2026 ,18:00 ,-,-,C,Green Volley Galatone ,Galatone,3,0,8,7,16,13,21,17,25,20,8,5,16,10,21,18,25,23,8,3,16,8,21,17,25,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,23,9,74,9,1,55,5,0.51,0.25,81,6,7,39,0.48,-,14,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,4,1265,1/2/2026 ,18:00 ,-,-,O,Gaia Energy Napoli ,Napoli,0,3,7,8,13,16,17,21,20,25,5,8,10,16,18,21,23,25,3,8,8,16,17,21,23,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,18,-,67,12,5,65,1,0.46,0.29,104,8,14,38,0.37,-,7,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,5,1266,8/2/2026 ,18:00 ,301 ,€ 930 ,C,Aurispa DFV Lecce ,Alessano Lecce,2,3,4,8,12,16,17,21,20,25,6,8,12,16,19,21,23,25,8,6,16,12,21,14,25,20,8,4,16,9,21,12,25,15,2,5,0,0,0,0,10,15,74,30,10,101,14,11,86,4,0.62,0.36,128,15,13,50,0.39,-,13,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,5,1266,8/2/2026 ,18:00 ,301 ,€ 930 ,O,Avimecc Modica ,Modica,3,2,8,4,16,12,21,17,25,20,8,6,16,12,21,19,25,23,6,8,12,16,14,21,20,25,4,8,9,16,12,21,15,25,5,2,0,0,0,0,15,10,67,28,-7,99,13,4,87,11,0.52,0.23,133,14,13,50,0.38,-,13,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,5,1267,8/2/2026 ,16:00 ,1.022 ,€ 2.902 ,C,Domotek Reggio Calabria ,Reggio Calabria,3,0,8,7,16,13,21,20,25,21,7,8,15,16,21,17,25,19,7,8,14,16,18,21,25,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,22,10,73,11,3,51,8,0.55,0.29,80,5,6,50,0.63,-,3,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,5,1267,8/2/2026 ,16:00 ,1.022 ,€ 2.902 ,O,Viridex Sabaudia ,Sabaudia,0,3,7,8,13,16,20,21,21,25,8,7,16,15,17,21,19,25,8,7,16,14,21,18,23,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,14,4,65,14,7,62,6,0.55,0.37,82,3,3,34,0.41,-,6,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,5,1268,8/2/2026 ,18:00 ,214 ,€ 144 ,C,Gaia Energy Napoli ,Napoli,2,3,7,8,11,16,17,21,23,25,8,5,16,14,21,18,25,20,6,8,12,16,21,20,27,25,8,6,16,15,20,21,23,25,4,5,0,0,0,0,14,16,84,25,14,113,20,7,96,3,0.52,0.25,150,13,14,65,0.43,-,12,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,5,1268,8/2/2026 ,18:00 ,214 ,€ 144 ,O,EnergyTime Campobasso ,Campobasso,3,2,8,7,16,11,21,17,25,23,5,8,14,16,18,21,20,25,8,6,16,12,20,21,25,27,6,8,15,16,21,20,25,23,5,4,0,0,0,0,16,14,75,22,11,109,13,3,93,8,0.55,0.4,137,14,12,58,0.42,-,14,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,5,1269,8/2/2026 ,18:00 ,1.266 ,€ 4.862 ,C,JV Gioia Del Colle ,Gioia Del Colle ,3,0,5,8,16,15,21,15,25,17,8,6,16,12,21,19,25,23,8,7,16,14,21,15,25,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,26,9,74,8,3,44,3,0.55,0.48,85,4,10,37,0.44,-,10,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,5,1269,8/2/2026 ,18:00 ,1.266 ,€ 4.862 ,O,Green Volley Galatone ,Galatone,0,3,8,5,15,16,15,21,17,25,6,8,12,16,19,21,23,25,7,8,14,16,15,21,18,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45,14,-7,59,15,2,66,4,0.52,0.35,83,8,10,33,0.4,-,10,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,5,1270,8/2/2026 ,18:00 ,467 ,€ 751 ,C,BCC Tecbus Castellana Grotte ,Castellana Grotte New Mater,3,2,8,7,16,12,21,15,25,21,8,3,16,8,21,10,25,15,7,8,13,16,19,21,23,25,5,8,11,16,15,21,19,25,5,3,0,0,0,0,15,12,74,32,5,107,15,6,74,7,0.47,0.3,122,13,10,54,0.44,-,14,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,5,1270,8/2/2026 ,18:00 ,467 ,€ 751 ,O,Terni Volley Academy ,Terni Volley Academy,2,3,7,8,12,16,15,21,21,25,3,8,8,16,10,21,15,25,8,7,16,13,21,19,25,23,8,5,16,11,21,15,25,19,3,5,0,0,0,0,12,15,70,22,-,98,24,7,92,6,0.57,0.3,127,6,14,53,0.42,-,10,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,6,1271,14/2/2026 ,18:00 ,218 ,€ 134 ,C,Gaia Energy Napoli ,Napoli,1,3,3,8,11,16,15,21,20,25,6,8,16,15,19,21,21,25,6,8,16,13,21,17,25,22,8,3,14,16,17,21,19,25,-,-,-,-,-,-,-,-,69,22,19,86,11,4,87,5,0.66,0.33,132,8,13,57,0.43,-,8,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,6,1271,14/2/2026 ,18:00 ,218 ,€ 134 ,O,Domotek Reggio Calabria ,Reggio Calabria,3,1,8,3,16,11,21,15,25,20,8,6,15,16,21,19,25,21,8,6,13,16,17,21,22,25,3,8,16,14,21,17,25,19,-,-,-,-,-,-,-,-,75,29,33,96,9,3,75,6,0.59,0.33,114,6,8,59,0.52,-,13,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,6,1272,15/2/2026 ,18:00 ,641 ,€ 3.331 ,C,Terni Volley Academy ,Terni Volley Academy,2,3,8,5,16,9,21,15,25,19,8,5,16,14,21,16,25,19,4,8,10,16,15,21,19,25,5,8,11,16,17,21,21,25,5,3,0,0,0,0,14,16,78,30,18,104,15,6,90,2,0.58,0.29,158,5,15,62,0.39,-,10,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,6,1272,15/2/2026 ,18:00 ,641 ,€ 3.331 ,O,JV Gioia Del Colle ,Gioia Del Colle ,3,2,5,8,9,16,15,21,19,25,5,8,14,16,16,21,19,25,8,4,16,10,21,15,25,19,8,5,16,11,21,17,25,21,3,5,0,0,0,0,16,14,82,29,17,104,14,2,89,6,0.39,0.17,144,11,10,65,0.45,-,15,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,6,1273,14/2/2026 ,18:00 ,245 ,€ 424 ,C,EnergyTime Campobasso ,Campobasso,0,3,5,8,12,16,20,21,26,28,3,8,16,15,21,19,30,32,7,8,16,14,21,19,23,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,17,-7,80,14,5,70,6,0.5,0.19,93,13,7,37,0.4,-,9,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,6,1273,14/2/2026 ,18:00 ,245 ,€ 424 ,O,Aurispa DFV Lecce ,Alessano Lecce,3,0,8,5,16,12,21,20,28,26,8,3,15,16,19,21,32,30,8,7,14,16,19,21,25,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,17,-1,83,13,5,66,5,0.5,0.26,98,12,9,44,0.45,-,7,,,,,
