Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,P.No,Name,Libero,C,Voto,Set1,Set2,Set3,Set4,Set5,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1238,13/12/2025 ,17:00 ,256 ,€ 110 ,O,Aurispa DFV Lecce ,Alessano Lecce,22,Quarta Riccardo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1239,14/12/2025 ,16:00 ,386 ,€ 66 ,C,BCC Tecbus Castellana Grotte ,Castellana Grotte New Mater,1,Reale Mattia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1239,14/12/2025 ,16:00 ,386 ,€ 66 ,C,BCC Tecbus Castellana Grotte ,Castellana Grotte New Mater,2,Pasquali Lorenzo,-,-,-,2,2,2 ,2,-,9,2,6,16,1,1,-,-,-,-,8,-,-,7,0.88 ,-,1,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1239,14/12/2025 ,16:00 ,386 ,€ 66 ,C,BCC Tecbus Castellana Grotte ,Castellana Grotte New Mater,6,Guadagnini Federico,L,-,-,*,*,*,*,-,-,-,-,-,-,-,18,-,0.78 ,0.50 ,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1239,14/12/2025 ,16:00 ,386 ,€ 66 ,C,BCC Tecbus Castellana Grotte ,Castellana Grotte New Mater,7,Santostasi Davide,L,-,-,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1239,14/12/2025 ,16:00 ,386 ,€ 66 ,C,BCC Tecbus Castellana Grotte ,Castellana Grotte New Mater,8,Pavani Filippo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1239,14/12/2025 ,16:00 ,386 ,€ 66 ,C,BCC Tecbus Castellana Grotte ,Castellana Grotte New Mater,9,Cappadona Stefano,-,-,-,6,6,6 ,6,-,1,1,-5,14,1,-,2,-,-,-,1,-,-,1,1.00 ,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1239,14/12/2025 ,16:00 ,386 ,€ 66 ,C,BCC Tecbus Castellana Grotte ,Castellana Grotte New Mater,10,Chiapello Luca,-,-,-,*,-,*,1,-,2,-,2,5,-,-,5,-,1.00 ,0.60 ,2,-,-,1,0.50 ,-,1,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1239,14/12/2025 ,16:00 ,386 ,€ 66 ,C,BCC Tecbus Castellana Grotte ,Castellana Grotte New Mater,11,Barretta Gianmarco,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1239,14/12/2025 ,16:00 ,386 ,€ 66 ,C,BCC Tecbus Castellana Grotte ,Castellana Grotte New Mater,12,Picchi Matteo,-,-,-,*,-,*,*,-,-,-,-1,3,1,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1239,14/12/2025 ,16:00 ,386 ,€ 66 ,C,BCC Tecbus Castellana Grotte ,Castellana Grotte New Mater,13,Brucini Nicolas,-,-,-,1,1,1 ,-,-,8,4,1,10,1,-,13,1,0.77 ,0.23 ,16,2,-,8,0.50 ,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1239,14/12/2025 ,16:00 ,386 ,€ 66 ,C,BCC Tecbus Castellana Grotte ,Castellana Grotte New Mater,14,Orlando Boscardini Andrea,-,-,-,5,5,5 ,5,-,13,5,10,8,1,-,-,-,-,-,10,1,-,8,0.80 ,-,5,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1239,14/12/2025 ,16:00 ,386 ,€ 66 ,C,BCC Tecbus Castellana Grotte ,Castellana Grotte New Mater,17,Casaro Nicolò,-,-,-,3,3,3 ,3,-,16,6,5,26,5,2,1,-,-,-,29,4,2,12,0.41 ,-,2,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1239,14/12/2025 ,16:00 ,386 ,€ 66 ,C,BCC Tecbus Castellana Grotte ,Castellana Grotte New Mater,18,Iervolino Riccardo,-,-,-,4,4,4 ,4,-,22,6,9,13,3,1,27,-,0.85 ,0.56 ,40,3,3,20,0.50 ,-,1,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1239,14/12/2025 ,16:00 ,386 ,€ 66 ,O,Gaia Energy Napoli ,Napoli,3,Saccone Giuseppe,-,-,-,*,*,*,1,-,1,-,-1,3,-,-,-,-,-,-,1,-,-,1,1.00 ,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1239,14/12/2025 ,16:00 ,386 ,€ 66 ,O,Gaia Energy Napoli ,Napoli,4,Didonato Michele,-,-,-,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1239,14/12/2025 ,16:00 ,386 ,€ 66 ,O,Gaia Energy Napoli ,Napoli,6,Russo Giacomo,-,-,-,3,4,3 ,4,-,4,1,-4,9,2,-,-,-,-,-,8,1,-,2,0.25 ,-,2,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1239,14/12/2025 ,16:00 ,386 ,€ 66 ,O,Gaia Energy Napoli ,Napoli,7,Starace Simone,-,-,-,5,6,5 ,6,-,16,2,7,9,3,-,35,1,0.51 ,0.23 ,26,2,3,15,0.58 ,-,1,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1239,14/12/2025 ,16:00 ,386 ,€ 66 ,O,Gaia Energy Napoli ,Napoli,8,Piazza Lorenzo,-,-,-,1,2,1 ,2,-,2,-,-1,16,2,-,-,-,-,-,3,-,-,2,0.67 ,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1239,14/12/2025 ,16:00 ,386 ,€ 66 ,O,Gaia Energy Napoli ,Napoli,9,Ferri Stefano,-,-,-,4,5,4 ,5,-,20,8,5,14,4,1,-,-,-,-,38,4,5,17,0.45 ,-,2,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1239,14/12/2025 ,16:00 ,386 ,€ 66 ,O,Gaia Energy Napoli ,Napoli,10,Ardito Francesco,L,-,-,*,*,*,*,-,-,-,-2,-,-,-,19,2,0.58 ,0.21 ,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1239,14/12/2025 ,16:00 ,386 ,€ 66 ,O,Gaia Energy Napoli ,Napoli,11,Lanciani Filippo,-,-,-,6,1,6 ,-,-,2,-,-3,5,-,-,-,-,-,-,6,1,-,2,0.33 ,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1239,14/12/2025 ,16:00 ,386 ,€ 66 ,O,Gaia Energy Napoli ,Napoli,12,Scita Elia,-,-,-,*,*,*,*,-,1,-,-1,6,1,-,4,-,0.25 ,0.25 ,4,-,-,1,0.25 ,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1239,14/12/2025 ,16:00 ,386 ,€ 66 ,O,Gaia Energy Napoli ,Napoli,13,Piscopo Paolo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1239,14/12/2025 ,16:00 ,386 ,€ 66 ,O,Gaia Energy Napoli ,Napoli,14,Romano Luca,-,-,-,-,*,*,*,-,1,-,-1,4,2,-,5,-,0.60 ,0.60 ,1,-,-,1,1.00 ,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1239,14/12/2025 ,16:00 ,386 ,€ 66 ,O,Gaia Energy Napoli ,Napoli,29,Darmois Arthur,-,-,-,2,3,2 ,3,-,8,-,-,15,1,-,19,1,0.63 ,0.26 ,24,1,2,8,0.33 ,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1240,14/12/2025 ,18:00 ,-,-,C,Green Volley Galatone ,Galatone,1,De Giorgi Francesco,-,-,-,-,-,-,*,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1240,14/12/2025 ,18:00 ,-,-,C,Green Volley Galatone ,Galatone,2,Giuliani Ludovico,-,-,-,6,5,6 ,5,5,22,8,9,21,3,4,8,-,0.63 ,0.63 ,36,5,4,16,0.44 ,-,2,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1240,14/12/2025 ,18:00 ,-,-,C,Green Volley Galatone ,Galatone,5,Musardo Donato,-,-,-,1,6,1 ,6,6,6,4,-5,10,2,-,1,-,1.00 ,-,8,1,1,2,0.25 ,-,4,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1240,14/12/2025 ,18:00 ,-,-,C,Green Volley Galatone ,Galatone,6,De Col Andrea,-,-,-,-,*,-,-,*,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1240,14/12/2025 ,18:00 ,-,-,C,Green Volley Galatone ,Galatone,7,Padura Diaz Williams,-,-,-,5,4,5 ,4,4,33,10,19,13,2,2,2,1,-,-,55,4,5,28,0.51 ,-,3,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1240,14/12/2025 ,18:00 ,-,-,C,Green Volley Galatone ,Galatone,8,Barone Valerio,L,-,-,*,*,*,*,*,-,-,-,-,-,-,37,-,0.51 ,0.30 ,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1240,14/12/2025 ,18:00 ,-,-,C,Green Volley Galatone ,Galatone,10,Aloisi Luciano Mario,-,-,-,2,1,2 ,1,*,3,1,-3,21,2,1,-,-,-,-,5,1,-,2,0.40 ,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1240,14/12/2025 ,18:00 ,-,-,C,Green Volley Galatone ,Galatone,11,Passari Luciano,-,-,-,-,-,-,-,*,1,1,-1,2,1,-,-,-,-,-,2,-,1,1,0.50 ,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1240,14/12/2025 ,18:00 ,-,-,C,Green Volley Galatone ,Galatone,12,Colaci Raffaele,-,-,-,-,*,*,*,*,-,-,-,4,-,-,4,-,0.75 ,0.75 ,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1240,14/12/2025 ,18:00 ,-,-,C,Green Volley Galatone ,Galatone,13,Caciagli Lorenzo,-,-,-,4,3,4 ,3,3,11,5,4,19,-,1,-,-,-,-,10,1,-,7,0.70 ,-,3,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1240,14/12/2025 ,18:00 ,-,-,C,Green Volley Galatone ,Galatone,14,Muscatello Andrea,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1240,14/12/2025 ,18:00 ,-,-,C,Green Volley Galatone ,Galatone,16,Frage Rubin Daniel,-,-,-,3,2,3 ,2,2,11,5,-5,15,5,1,41,2,0.41 ,0.20 ,22,1,3,9,0.41 ,-,1,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1240,14/12/2025 ,18:00 ,-,-,C,Green Volley Galatone ,Galatone,17,Miraglia Federico,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1240,14/12/2025 ,18:00 ,-,-,C,Green Volley Galatone ,Galatone,23,Cremoni Gianluca,-,-,-,-,*,-,-,-,1,-,1,1,-,-,4,-,-,-,2,-,-,1,0.50 ,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1240,14/12/2025 ,18:00 ,-,-,O,EnergyTime Campobasso ,Campobasso,2,Valchinov Kaloyan,-,-,-,4,4,4 ,4,4,22,8,7,18,3,2,32,1,0.59 ,0.28 ,41,3,4,19,0.46 ,-,1,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1240,14/12/2025 ,18:00 ,-,-,O,EnergyTime Campobasso ,Campobasso,3,Consonni Luca,L,-,-,*,*,*,*,*,-,-,-5,-,-,-,30,5,0.60 ,0.40 ,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1240,14/12/2025 ,18:00 ,-,-,O,EnergyTime Campobasso ,Campobasso,4,Ciampa Michele,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1240,14/12/2025 ,18:00 ,-,-,O,EnergyTime Campobasso ,Campobasso,6,Del Fra Antonio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1240,14/12/2025 ,18:00 ,-,-,O,EnergyTime Campobasso ,Campobasso,7,Morelli Michele,-,-,-,3,3,3 ,3,3,21,7,7,16,1,-,-,-,-,-,47,2,8,20,0.43 ,-,1,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1240,14/12/2025 ,18:00 ,-,-,O,EnergyTime Campobasso ,Campobasso,8,Zanni Michael,-,-,-,6,6,6 ,6,6,5,4,-,19,2,1,-,-,-,-,3,-,-,1,0.33 ,-,3,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1240,14/12/2025 ,18:00 ,-,-,O,EnergyTime Campobasso ,Campobasso,9,Salvador Matteo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1240,14/12/2025 ,18:00 ,-,-,O,EnergyTime Campobasso ,Campobasso,10,Graziani Alessandro,-,-,-,1,1,1 ,1,1,13,3,1,16,2,-,26,4,0.50 ,0.23 ,23,1,2,11,0.48 ,-,2,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1240,14/12/2025 ,18:00 ,-,-,O,EnergyTime Campobasso ,Campobasso,12,Rescignano Gianmarco,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1240,14/12/2025 ,18:00 ,-,-,O,EnergyTime Campobasso ,Campobasso,13,Arienti Alessandro,-,-,-,5,5,5 ,-,-,1,-,-5,10,-,-,1,-,-,-,4,1,-,1,0.25 ,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1240,14/12/2025 ,18:00 ,-,-,O,EnergyTime Campobasso ,Campobasso,17,Bartolini Diego,-,-,-,2,2,2 ,2,2,12,4,4,17,1,-,2,1,0.50 ,0.50 ,14,-,-,8,0.57 ,-,4,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1240,14/12/2025 ,18:00 ,-,-,O,EnergyTime Campobasso ,Campobasso,21,Aretz Riccardo,-,-,-,-,-,*,5,5,6,2,3,11,1,-,1,-,-,-,4,-,-,3,0.75 ,-,3,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1240,14/12/2025 ,18:00 ,-,-,O,EnergyTime Campobasso ,Campobasso,27,De Nigris Mario,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1240,14/12/2025 ,18:00 ,-,-,O,EnergyTime Campobasso ,Campobasso,41,Cometti Nilo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,9 ,,1241,21/12/2025 ,19:00 ,1.501 ,€ 6.253 ,C,JV Gioia Del Colle ,Gioia Del Colle ,3,Mariano Romolo,-,-,-,1,1,1 ,-,-,8,2,3,11,1,-,10,-,0.70 ,0.30 ,20,2,2,7,0.35 ,-,1,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,9 ,,1241,21/12/2025 ,19:00 ,1.501 ,€ 6.253 ,C,JV Gioia Del Colle ,Gioia Del Colle ,5,Marra Alberto,-,-,-,*,-,-,-,-,-,-,-1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,9 ,,1241,21/12/2025 ,19:00 ,1.501 ,€ 6.253 ,C,JV Gioia Del Colle ,Gioia Del Colle ,6,Frumuselu Cristian,-,-,-,5,5,5 ,-,-,7,3,4,14,1,-,1,-,-,-,4,-,-,4,1.00 ,-,3,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,9 ,,1241,21/12/2025 ,19:00 ,1.501 ,€ 6.253 ,C,JV Gioia Del Colle ,Gioia Del Colle ,7,Sette Felice,-,-,-,4,4,4 ,-,-,13,5,7,13,3,2,11,-,0.36 ,0.18 ,23,2,1,10,0.43 ,-,1,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,9 ,,1241,21/12/2025 ,19:00 ,1.501 ,€ 6.253 ,C,JV Gioia Del Colle ,Gioia Del Colle ,8,Longo Giuseppe,-,-,-,6,6,6 ,-,-,1,1,-1,11,1,-,-,-,-,-,-,-,-,-,-,-,1,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,9 ,,1241,21/12/2025 ,19:00 ,1.501 ,€ 6.253 ,C,JV Gioia Del Colle ,Gioia Del Colle ,9,Milan Sebastiano,-,-,-,*,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,9 ,,1241,21/12/2025 ,19:00 ,1.501 ,€ 6.253 ,C,JV Gioia Del Colle ,Gioia Del Colle ,10,Paris Matteo,-,-,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,9 ,,1241,21/12/2025 ,19:00 ,1.501 ,€ 6.253 ,C,JV Gioia Del Colle ,Gioia Del Colle ,11,Persoglia Sandi,-,-,-,2,2,2 ,-,-,10,3,-,11,2,1,-,-,-,-,10,-,-,7,0.70 ,-,2,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,9 ,,1241,21/12/2025 ,19:00 ,1.501 ,€ 6.253 ,C,JV Gioia Del Colle ,Gioia Del Colle ,13,Chinello Alessandro,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,9 ,,1241,21/12/2025 ,19:00 ,1.501 ,€ 6.253 ,C,JV Gioia Del Colle ,Gioia Del Colle ,14,Pierri Francesco,L,-,-,*,*,*,-,-,-,-,-3,-,-,-,33,3,0.67 ,0.52 ,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,9 ,,1241,21/12/2025 ,19:00 ,1.501 ,€ 6.253 ,C,JV Gioia Del Colle ,Gioia Del Colle ,15,Carta Leonardo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,9 ,,1241,21/12/2025 ,19:00 ,1.501 ,€ 6.253 ,C,JV Gioia Del Colle ,Gioia Del Colle ,18,Sabbi Giulio,-,-,-,3,3,3 ,-,-,17,6,3,15,4,2,-,-,-,-,39,5,3,15,0.38 ,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,9 ,,1241,21/12/2025 ,19:00 ,1.501 ,€ 6.253 ,C,JV Gioia Del Colle ,Gioia Del Colle ,33,Utro Vincenzo,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,9 ,,1241,21/12/2025 ,19:00 ,1.501 ,€ 6.253 ,O,BCC Tecbus Castellana Grotte ,Castellana Grotte New Mater,1,Reale Mattia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,9 ,,1241,21/12/2025 ,19:00 ,1.501 ,€ 6.253 ,O,BCC Tecbus Castellana Grotte ,Castellana Grotte New Mater,2,Pasquali Lorenzo,-,-,-,2,2,2 ,-,-,6,2,2,10,-,-,-,-,-,-,8,1,-,4,0.50 ,-,2,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,9 ,,1241,21/12/2025 ,19:00 ,1.501 ,€ 6.253 ,O,BCC Tecbus Castellana Grotte ,Castellana Grotte New Mater,6,Guadagnini Federico,L,-,-,*,*,*,-,-,-,-,-3,-,-,-,31,3,0.45 ,0.35 ,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,9 ,,1241,21/12/2025 ,19:00 ,1.501 ,€ 6.253 ,O,BCC Tecbus Castellana Grotte ,Castellana Grotte New Mater,7,Santostasi Davide,L,-,-,*,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,9 ,,1241,21/12/2025 ,19:00 ,1.501 ,€ 6.253 ,O,BCC Tecbus Castellana Grotte ,Castellana Grotte New Mater,8,Pavani Filippo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,9 ,,1241,21/12/2025 ,19:00 ,1.501 ,€ 6.253 ,O,BCC Tecbus Castellana Grotte ,Castellana Grotte New Mater,9,Cappadona Stefano,-,-,-,6,6,6 ,-,-,2,2,-4,14,2,1,-,-,-,-,1,-,-,-,-,-,1,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,9 ,,1241,21/12/2025 ,19:00 ,1.501 ,€ 6.253 ,O,BCC Tecbus Castellana Grotte ,Castellana Grotte New Mater,10,Chiapello Luca,-,-,-,1,1,1 ,-,-,6,3,-6,8,3,-,18,1,0.72 ,0.61 ,20,2,4,5,0.25 ,-,1,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,9 ,,1241,21/12/2025 ,19:00 ,1.501 ,€ 6.253 ,O,BCC Tecbus Castellana Grotte ,Castellana Grotte New Mater,11,Barretta Gianmarco,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,9 ,,1241,21/12/2025 ,19:00 ,1.501 ,€ 6.253 ,O,BCC Tecbus Castellana Grotte ,Castellana Grotte New Mater,12,Picchi Matteo,-,-,-,-,*,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,9 ,,1241,21/12/2025 ,19:00 ,1.501 ,€ 6.253 ,O,BCC Tecbus Castellana Grotte ,Castellana Grotte New Mater,13,Brucini Nicolas,-,-,-,*,-,*,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,9 ,,1241,21/12/2025 ,19:00 ,1.501 ,€ 6.253 ,O,BCC Tecbus Castellana Grotte ,Castellana Grotte New Mater,14,Orlando Boscardini Andrea,-,-,-,5,5,5 ,-,-,5,1,-,9,2,-,-,-,-,-,6,-,-,3,0.50 ,-,2,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,9 ,,1241,21/12/2025 ,19:00 ,1.501 ,€ 6.253 ,O,BCC Tecbus Castellana Grotte ,Castellana Grotte New Mater,17,Casaro Nicolò,-,-,-,3,3,3 ,-,-,13,1,9,12,2,-,-,-,-,-,27,-,2,13,0.48 ,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,9 ,,1241,21/12/2025 ,19:00 ,1.501 ,€ 6.253 ,O,BCC Tecbus Castellana Grotte ,Castellana Grotte New Mater,18,Iervolino Riccardo,-,-,-,4,4,4 ,-,-,15,4,3,14,6,2,14,1,0.50 ,0.36 ,30,2,2,13,0.43 ,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,9 ,,1242,21/12/2025 ,18:00 ,317 ,€ 1.064 ,C,Aurispa DFV Lecce ,Alessano Lecce,1,Mazzone Tiziano,-,-,-,4,4,4 ,2,4,17,4,2,17,4,1,31,1,0.26 ,0.10 ,37,6,1,16,0.43 ,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,9 ,,1242,21/12/2025 ,18:00 ,317 ,€ 1.064 ,C,Aurispa DFV Lecce ,Alessano Lecce,2,Tommasi Federico,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,9 ,,1242,21/12/2025 ,18:00 ,317 ,€ 1.064 ,C,Aurispa DFV Lecce ,Alessano Lecce,3,Bernardis Francesco,-,-,-,6,6,6 ,4,6,6,1,-,14,-,-,-,-,-,-,8,-,2,5,0.63 ,-,1,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,9 ,,1242,21/12/2025 ,18:00 ,317 ,€ 1.064 ,C,Aurispa DFV Lecce ,Alessano Lecce,4,Russo Aidan Kit,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,9 ,,1242,21/12/2025 ,18:00 ,317 ,€ 1.064 ,C,Aurispa DFV Lecce ,Alessano Lecce,5,Donati Francesco,L,-,-,*,*,*,*,*,-,-,-1,-,-,-,31,1,0.48 ,0.32 ,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,9 ,,1242,21/12/2025 ,18:00 ,317 ,€ 1.064 ,C,Aurispa DFV Lecce ,Alessano Lecce,6,Marsella Filippo,-,-,-,*,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
