Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,P.No,Name,Libero,C,Voto,Set1,Set2,Set3,Set4,Set5,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,3,20/10/2025 ,20:00 ,2.913 ,€ 18.130 ,O,Valsa Group Modena ,Modena,24,Ikhbayri Ahmed,-,-,-,-,-,*,-,-,7,2,2,3,2,1,-,-,-,-,9,-,1,4,0.44 ,-,2,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,3,20/10/2025 ,20:00 ,2.913 ,€ 18.130 ,O,Valsa Group Modena ,Modena,77,Giraudo Matias,-,-,-,-,3,*,-,-,-,-,-1,2,1,-,-,-,-,-,1,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,4,21/10/2025 ,20:30 ,2.249 ,€ 23.382 ,C,Cisterna Volley ,Cisterna,1,Currie Landon,L,-,-,*,*,*,-,-,-,-,-4,-,-,-,18,4,0.22 ,0.11 ,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,4,21/10/2025 ,20:30 ,2.249 ,€ 23.382 ,C,Cisterna Volley ,Cisterna,4,Finauri Alessandro,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,4,21/10/2025 ,20:30 ,2.249 ,€ 23.382 ,C,Cisterna Volley ,Cisterna,7,Barotto Tommaso,-,-,-,*,*,*,-,-,1,-,-1,3,2,-,-,-,-,-,3,-,-,1,0.33 ,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,4,21/10/2025 ,20:30 ,2.249 ,€ 23.382 ,C,Cisterna Volley ,Cisterna,8,Plak Fabian,-,-,-,4,3,2 ,-,-,3,-,-3,9,4,-,2,1,0.50 ,-,4,-,-,3,0.75 ,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,4,21/10/2025 ,20:30 ,2.249 ,€ 23.382 ,C,Cisterna Volley ,Cisterna,9,Tarumi Yuga,-,-,-,*,-,4 ,-,-,2,-,-1,3,1,-,7,1,0.29 ,0.14 ,7,1,-,2,0.29 ,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,4,21/10/2025 ,20:30 ,2.249 ,€ 23.382 ,C,Cisterna Volley ,Cisterna,10,Lanza Filippo,-,-,-,3,2,1 ,-,-,10,-,-,9,2,-,16,-,0.56 ,0.25 ,19,2,4,10,0.53 ,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,4,21/10/2025 ,20:30 ,2.249 ,€ 23.382 ,C,Cisterna Volley ,Cisterna,11,Fanizza Alessandro,-,-,-,2,1,6 ,-,-,2,2,-1,10,2,1,1,-,-,-,-,-,-,-,-,-,1,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,4,21/10/2025 ,20:30 ,2.249 ,€ 23.382 ,C,Cisterna Volley ,Cisterna,12,Diamantini Enrico,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,4,21/10/2025 ,20:30 ,2.249 ,€ 23.382 ,C,Cisterna Volley ,Cisterna,16,Salsi Nicola,-,-,-,*,*,*,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,4,21/10/2025 ,20:30 ,2.249 ,€ 23.382 ,C,Cisterna Volley ,Cisterna,18,Mazzone Daniele,-,-,-,1,6,5 ,-,-,5,1,3,10,1,1,-,-,-,-,7,-,-,4,0.57 ,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,4,21/10/2025 ,20:30 ,2.249 ,€ 23.382 ,C,Cisterna Volley ,Cisterna,19,Guzzo Tommaso,-,-,-,5,4,3 ,-,-,10,1,4,8,2,1,2,-,-,-,16,3,-,9,0.56 ,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,4,21/10/2025 ,20:30 ,2.249 ,€ 23.382 ,C,Cisterna Volley ,Cisterna,20,Bayram Efe,-,-,-,6,5,*,-,-,3,-,-,6,1,-,10,-,0.40 ,0.30 ,8,1,1,3,0.38 ,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,4,21/10/2025 ,20:30 ,2.249 ,€ 23.382 ,C,Cisterna Volley ,Cisterna,24,Tosti Jacopo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,4,21/10/2025 ,20:30 ,2.249 ,€ 23.382 ,C,Cisterna Volley ,Cisterna,99,Muniz De Oliveira Daniel,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,4,21/10/2025 ,20:30 ,2.249 ,€ 23.382 ,O,Itas Trentino ,Trento ,2,Bristot Alessandro,-,-,-,*,*,-,-,-,1,1,-,4,1,1,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,4,21/10/2025 ,20:30 ,2.249 ,€ 23.382 ,O,Itas Trentino ,Trento ,3,Pesaresi Nicola,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,4,21/10/2025 ,20:30 ,2.249 ,€ 23.382 ,O,Itas Trentino ,Trento ,5,Michieletto Alessandro,-,-,-,3,3,3 ,-,-,15,8,10,13,3,2,14,1,0.71 ,0.29 ,12,-,-,12,1.00 ,-,1,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,4,21/10/2025 ,20:30 ,2.249 ,€ 23.382 ,O,Itas Trentino ,Trento ,6,Sbertoli Riccardo,-,-,-,2,2,2 ,-,-,3,2,1,15,2,2,-,-,-,-,-,-,-,-,-,-,1,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,4,21/10/2025 ,20:30 ,2.249 ,€ 23.382 ,O,Itas Trentino ,Trento ,7,Ramon Jordi,-,-,-,6,6,6 ,-,-,6,1,-4,11,2,-,9,1,0.11 ,-,15,2,-,6,0.40 ,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,4,21/10/2025 ,20:30 ,2.249 ,€ 23.382 ,O,Itas Trentino ,Trento ,10,Garcia Fernandez Gabi,-,-,-,-,*,-,-,-,1,-,1,-,-,-,-,-,-,-,1,-,-,1,1.00 ,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,4,21/10/2025 ,20:30 ,2.249 ,€ 23.382 ,O,Itas Trentino ,Trento ,11,Faure Theo,-,-,-,5,5,5 ,-,-,15,3,7,13,5,-,-,-,-,-,20,-,1,14,0.70 ,-,1,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,4,21/10/2025 ,20:30 ,2.249 ,€ 23.382 ,O,Itas Trentino ,Trento ,12,Giani Andrea,-,-,-,-,-,*,-,-,2,1,1,2,1,1,2,-,1.00 ,-,2,-,-,1,0.50 ,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,4,21/10/2025 ,20:30 ,2.249 ,€ 23.382 ,O,Itas Trentino ,Trento ,13,Laurenzano Gabriele,L,-,-,*,*,*,-,-,-,-,-1,-,-,-,18,1,0.50 ,0.28 ,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,4,21/10/2025 ,20:30 ,2.249 ,€ 23.382 ,O,Itas Trentino ,Trento ,17,Sandu Leonardo Gabriel,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,4,21/10/2025 ,20:30 ,2.249 ,€ 23.382 ,O,Itas Trentino ,Trento ,22,Bartha Bela,-,-,-,1,1,1 ,-,-,5,2,-4,8,3,-,-,-,-,-,4,1,-,3,0.75 ,-,2,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,4,21/10/2025 ,20:30 ,2.249 ,€ 23.382 ,O,Itas Trentino ,Trento ,23,Resende Gualberto Flavio,-,-,-,4,4,4 ,-,-,5,-,-,8,1,-,1,-,-,-,6,-,-,5,0.83 ,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,4,21/10/2025 ,20:30 ,2.249 ,€ 23.382 ,O,Itas Trentino ,Trento ,26,Acquarone Alessandro,-,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,4,21/10/2025 ,20:30 ,2.249 ,€ 23.382 ,O,Itas Trentino ,Trento ,33,Torwie Simon Valentin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,5,20/10/2025 ,20:30 ,2.262 ,€ 9.264 ,C,Sonepar Padova ,Padova,1,Gardini Davide,-,-,-,5,5,5 ,5,5,14,4,-4,14,6,-,28,1,0.71 ,0.29 ,29,2,2,13,0.45 ,-,1,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,5,20/10/2025 ,20:30 ,2.262 ,€ 9.264 ,C,Sonepar Padova ,Padova,3,Zoppellari Francesco,-,-,-,*,*,-,*,*,1,1,-,6,1,1,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,5,20/10/2025 ,20:30 ,2.262 ,€ 9.264 ,C,Sonepar Padova ,Padova,4,Diez Benjamin,L,-,-,*,*,*,*,*,-,-,-2,-,-,-,18,2,0.61 ,0.33 ,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,5,20/10/2025 ,20:30 ,2.262 ,€ 9.264 ,C,Sonepar Padova ,Padova,5,Stefani Tommaso,-,-,-,-,-,-,*,*,1,-,-2,1,-,-,-,-,-,-,3,-,1,1,0.33 ,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,5,20/10/2025 ,20:30 ,2.262 ,€ 9.264 ,C,Sonepar Padova ,Padova,7,Polo Alberto,-,-,-,3,3,3 ,3,3,8,2,1,23,1,1,1,-,-,-,11,1,-,5,0.45 ,-,2,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,5,20/10/2025 ,20:30 ,2.262 ,€ 9.264 ,C,Sonepar Padova ,Padova,8,Nachev Boris Biserov,-,-,-,-,*,-,-,-,1,1,1,-,-,-,1,-,-,-,1,-,-,1,1.00 ,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,5,20/10/2025 ,20:30 ,2.262 ,€ 9.264 ,C,Sonepar Padova ,Padova,9,Toscani Alessandro,L,-,-,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,5,20/10/2025 ,20:30 ,2.262 ,€ 9.264 ,C,Sonepar Padova ,Padova,10,Todorovic Vuk,-,-,-,1,1,1 ,1,1,-,-,-3,16,1,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,5,20/10/2025 ,20:30 ,2.262 ,€ 9.264 ,C,Sonepar Padova ,Padova,12,Bergamasco Francesco,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,5,20/10/2025 ,20:30 ,2.262 ,€ 9.264 ,C,Sonepar Padova ,Padova,14,Orioli Mattia,-,-,-,2,2,2 ,2,2,14,3,-1,20,5,1,33,5,0.61 ,0.30 ,25,2,2,12,0.48 ,-,1,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,5,20/10/2025 ,20:30 ,2.262 ,€ 9.264 ,C,Sonepar Padova ,Padova,18,Truocchio Andrea,-,-,-,6,6,6 ,6,6,6,-,-4,9,4,-,-,-,-,-,11,2,-,6,0.55 ,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,5,20/10/2025 ,20:30 ,2.262 ,€ 9.264 ,C,Sonepar Padova ,Padova,20,Mc Raven DiAeris Taila,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,5,20/10/2025 ,20:30 ,2.262 ,€ 9.264 ,C,Sonepar Padova ,Padova,22,Masulovic Veljko,-,-,-,4,4,4 ,4,4,22,8,2,16,7,2,-,-,-,-,30,1,3,15,0.50 ,-,5,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,5,20/10/2025 ,20:30 ,2.262 ,€ 9.264 ,C,Sonepar Padova ,Padova,24,Held Tim,-,-,-,-,*,-,*,-,2,1,1,1,-,-,4,-,1.00 ,0.50 ,3,-,-,2,0.67 ,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,5,20/10/2025 ,20:30 ,2.262 ,€ 9.264 ,O,MA Acqua S.Bernardo Cuneo ,Cuneo,1,Copelli Riccardo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,5,20/10/2025 ,20:30 ,2.262 ,€ 9.264 ,O,MA Acqua S.Bernardo Cuneo ,Cuneo,2,Codarin Lorenzo,-,-,-,3,4,3 ,4,3,7,3,-7,20,4,2,1,-,1.00 ,-,8,-,1,4,0.50 ,-,1,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,5,20/10/2025 ,20:30 ,2.262 ,€ 9.264 ,O,MA Acqua S.Bernardo Cuneo ,Cuneo,3,Cavaccini Domenico,L,-,-,*,*,*,*,*,-,-,-3,-,-,-,24,3,0.58 ,0.17 ,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,5,20/10/2025 ,20:30 ,2.262 ,€ 9.264 ,O,MA Acqua S.Bernardo Cuneo ,Cuneo,4,Bonomi Matteo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,5,20/10/2025 ,20:30 ,2.262 ,€ 9.264 ,O,MA Acqua S.Bernardo Cuneo ,Cuneo,7,Sedlacek Marko,-,-,-,5,6,5 ,6,5,21,9,8,14,3,-,25,1,0.56 ,0.24 ,37,1,4,20,0.54 ,-,1,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,5,20/10/2025 ,20:30 ,2.262 ,€ 9.264 ,O,MA Acqua S.Bernardo Cuneo ,Cuneo,8,Oberto Simone,-,-,-,-,*,-,-,-,-,-,-1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,5,20/10/2025 ,20:30 ,2.262 ,€ 9.264 ,O,MA Acqua S.Bernardo Cuneo ,Cuneo,9,Zaytsev Ivan,-,-,-,2,3,2 ,3,2,17,4,6,17,3,-,28,2,0.57 ,0.21 ,28,1,3,15,0.54 ,-,2,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,5,20/10/2025 ,20:30 ,2.262 ,€ 9.264 ,O,MA Acqua S.Bernardo Cuneo ,Cuneo,11,Giraudo Federico,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,5,20/10/2025 ,20:30 ,2.262 ,€ 9.264 ,O,MA Acqua S.Bernardo Cuneo ,Cuneo,12,Sala Lorenzo,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,5,20/10/2025 ,20:30 ,2.262 ,€ 9.264 ,O,MA Acqua S.Bernardo Cuneo ,Cuneo,14,Colasanti Giulio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,5,20/10/2025 ,20:30 ,2.262 ,€ 9.264 ,O,MA Acqua S.Bernardo Cuneo ,Cuneo,15,Stefanovic Aleksandar,-,-,-,6,1,6 ,1,6,8,2,2,15,2,1,-,-,-,-,7,-,-,5,0.71 ,-,2,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,5,20/10/2025 ,20:30 ,2.262 ,€ 9.264 ,O,MA Acqua S.Bernardo Cuneo ,Cuneo,17,Baranowicz Michele,-,-,-,1,2,1 ,2,1,2,1,-4,21,4,-,1,-,-,-,1,-,-,-,-,-,2,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,5,20/10/2025 ,20:30 ,2.262 ,€ 9.264 ,O,MA Acqua S.Bernardo Cuneo ,Cuneo,18,Feral Nathan,-,-,-,4,5,4 ,5,4,21,7,1,21,8,4,-,-,-,-,35,7,1,17,0.49 ,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,5,20/10/2025 ,20:30 ,2.262 ,€ 9.264 ,O,MA Acqua S.Bernardo Cuneo ,Cuneo,77,Cattaneo Claudio,-,-,-,*,*,*,-,*,-,-,-,1,-,-,2,-,0.50 ,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,6,21/10/2025 ,20:30 ,3.091 ,€ 33.719 ,C,Vero Volley Monza ,Monza,1,Velichkov Zhasmin,-,-,-,-,*,3 ,5,-,8,2,-,7,2,1,15,1,0.73 ,0.33 ,15,1,3,7,0.47 ,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,6,21/10/2025 ,20:30 ,3.091 ,€ 33.719 ,C,Vero Volley Monza ,Monza,2,Frascio Diego,-,-,-,*,*,*,*,-,3,1,-,3,1,-,-,-,-,-,7,1,1,3,0.43 ,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,6,21/10/2025 ,20:30 ,3.091 ,€ 33.719 ,C,Vero Volley Monza ,Monza,4,Atanasov Martin,-,-,-,6,6,*,*,-,7,2,2,7,2,-,6,-,0.67 ,0.33 ,12,1,-,6,0.50 ,-,1,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,6,21/10/2025 ,20:30 ,3.091 ,€ 33.719 ,C,Vero Volley Monza ,Monza,7,Marttila Luka,-,-,-,3,3,6 ,2,-,12,4,-,15,2,-,28,2,0.57 ,0.21 ,22,-,2,12,0.55 ,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,6,21/10/2025 ,20:30 ,3.091 ,€ 33.719 ,C,Vero Volley Monza ,Monza,8,Ciampi Lorenzo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,6,21/10/2025 ,20:30 ,3.091 ,€ 33.719 ,C,Vero Volley Monza ,Monza,9,Knipe Aidan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,6,21/10/2025 ,20:30 ,3.091 ,€ 33.719 ,C,Vero Volley Monza ,Monza,10,Scanferla Leonardo,L,-,-,*,*,*,*,-,-,-,-2,-,-,-,19,2,0.26 ,0.11 ,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,6,21/10/2025 ,20:30 ,3.091 ,€ 33.719 ,C,Vero Volley Monza ,Monza,11,Larizza Jacopo,-,-,-,-,*,-,*,-,3,1,2,1,1,-,1,-,1.00 ,-,2,-,-,2,1.00 ,-,1,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,6,21/10/2025 ,20:30 ,3.091 ,€ 33.719 ,C,Vero Volley Monza ,Monza,13,Beretta Thomas,-,-,-,4,4,1 ,3,-,9,2,-2,11,4,-,-,-,-,-,10,-,-,7,0.70 ,-,2,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,6,21/10/2025 ,20:30 ,3.091 ,€ 33.719 ,C,Vero Volley Monza ,Monza,14,Padar Krisztian,-,-,-,5,5,2 ,4,-,14,5,3,12,4,1,4,-,0.75 ,0.50 ,24,-,4,12,0.50 ,-,1,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,6,21/10/2025 ,20:30 ,3.091 ,€ 33.719 ,C,Vero Volley Monza ,Monza,16,Mapelli Nicolò,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,6,21/10/2025 ,20:30 ,3.091 ,€ 33.719 ,C,Vero Volley Monza ,Monza,17,Zimmermann Jan,-,-,-,2,2,5 ,1,-,1,-,-2,14,1,-,-,-,-,-,1,-,-,1,1.00 ,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,6,21/10/2025 ,20:30 ,3.091 ,€ 33.719 ,C,Vero Volley Monza ,Monza,18,Mosca Leandro,-,-,-,1,1,4 ,6,-,3,-,-4,14,1,-,2,-,-,-,4,-,-,3,0.75 ,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,6,21/10/2025 ,20:30 ,3.091 ,€ 33.719 ,C,Vero Volley Monza ,Monza,29,Pisoni Alessandro,L,-,-,-,*,-,-,-,-,-,-,-,-,-,3,-,0.33 ,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,6,21/10/2025 ,20:30 ,3.091 ,€ 33.719 ,O,Sir Susa Scai Perugia ,Perugia,2,Argilagos Bryan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,6,21/10/2025 ,20:30 ,3.091 ,€ 33.719 ,O,Sir Susa Scai Perugia ,Perugia,4,Dzavoronok Donovan,-,-,-,*,-,-,*,-,-,-,-1,2,1,-,1,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,6,21/10/2025 ,20:30 ,3.091 ,€ 33.719 ,O,Sir Susa Scai Perugia ,Perugia,5,Cvanciger Gabrijel,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,6,21/10/2025 ,20:30 ,3.091 ,€ 33.719 ,O,Sir Susa Scai Perugia ,Perugia,6,Giannelli Simone,-,-,-,5,5,5 ,5,-,3,-,-2,16,2,-,-,-,-,-,3,-,-,2,0.67 ,-,1,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,6,21/10/2025 ,20:30 ,3.091 ,€ 33.719 ,O,Sir Susa Scai Perugia ,Perugia,8,Loser Agustin,-,-,-,1,1,4 ,*,-,7,4,-1,12,3,-,-,-,-,-,6,-,1,4,0.67 ,-,3,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,6,21/10/2025 ,20:30 ,3.091 ,€ 33.719 ,O,Sir Susa Scai Perugia ,Perugia,10,Ben Tara Wassim,-,-,-,2,2,2 ,2,-,19,4,8,16,3,-,1,-,1.00 ,-,30,1,2,19,0.63 ,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,6,21/10/2025 ,20:30 ,3.091 ,€ 33.719 ,O,Sir Susa Scai Perugia ,Perugia,11,Solé Sebastian,-,-,-,4,4,1 ,1,-,8,5,3,11,1,1,1,-,1.00 ,1.00 ,7,1,-,5,0.71 ,-,2,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,6,21/10/2025 ,20:30 ,3.091 ,€ 33.719 ,O,Sir Susa Scai Perugia ,Perugia,13,Colaci Massimo,L,-,-,*,*,*,*,-,-,-,-2,-,-,-,19,2,0.42 ,0.21 ,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,6,21/10/2025 ,20:30 ,3.091 ,€ 33.719 ,O,Sir Susa Scai Perugia ,Perugia,14,Ishikawa Yuki,-,-,-,3,3,3 ,3,-,18,5,15,10,2,-,24,-,0.63 ,0.17 ,22,-,-,17,0.77 ,-,1,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,6,21/10/2025 ,20:30 ,3.091 ,€ 33.719 ,O,Sir Susa Scai Perugia ,Perugia,16,Semeniuk Kamil,-,-,-,*,-,*,*,-,4,2,2,4,1,1,3,-,0.33 ,-,4,-,-,2,0.50 ,-,1,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,6,21/10/2025 ,20:30 ,3.091 ,€ 33.719 ,O,Sir Susa Scai Perugia ,Perugia,17,Plotnytskyi Oleh,-,-,-,6,6,6 ,6,-,14,7,3,20,4,2,17,-,0.59 ,0.35 ,25,2,2,11,0.44 ,-,1,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,6,21/10/2025 ,20:30 ,3.091 ,€ 33.719 ,O,Sir Susa Scai Perugia ,Perugia,19,Russo Roberto,-,-,-,*,-,*,4,-,1,1,-4,5,1,-,-,-,-,-,1,-,-,-,-,-,1,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,6,21/10/2025 ,20:30 ,3.091 ,€ 33.719 ,O,Sir Susa Scai Perugia ,Perugia,20,Gaggini Marco,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,1,,6,21/10/2025 ,20:30 ,3.091 ,€ 33.719 ,O,Sir Susa Scai Perugia ,Perugia,22,Crosato Federico,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,2,,7,26/10/2025 ,16:00 ,3.643 ,€ 29.222 ,C,Itas Trentino ,Trento ,2,Bristot Alessandro,-,-,-,-,*,*,-,-,-,-,-1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,2,,7,26/10/2025 ,16:00 ,3.643 ,€ 29.222 ,C,Itas Trentino ,Trento ,3,Pesaresi Nicola,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,2,,7,26/10/2025 ,16:00 ,3.643 ,€ 29.222 ,C,Itas Trentino ,Trento ,5,Michieletto Alessandro,-,-,-,3,3,3 ,-,-,14,6,2,13,4,2,19,2,0.47 ,0.05 ,22,3,1,12,0.55 ,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,1st,2,,7,26/10/2025 ,16:00 ,3.643 ,€ 29.222 ,C,Itas Trentino ,Trento ,6,Sbertoli Riccardo,-,-,-,2,2,2 ,-,-,1,1,-4,12,2,-,-,-,-,-,2,-,-,-,-,-,1,,,,,,,,
